website_session_id,created_at,user_id,is_repeat_session,utm_source,utm_campaign,utm_content,device_type,http_referer,,
839,2023-10-18T21:46:00,133,1,,,,desktop,,,
840,2023-10-01T21:47:00,139,1,,,,mobile,,,
841,2023-09-06T15:33:00,131,1,,,,mobile,,,
842,2023-08-21T13:41:00,36,1,,,,tablet,,,
843,2024-01-13T12:52:00,39,1,,,,desktop,,,
844,2024-02-17T20:53:00,55,0,instagram,pet_lover_promo,story,desktop,https://www.instagram.com,,
845,2024-03-12T21:10:00,14,1,,,,tablet,,,
846,2023-05-01T22:41:00,136,0,google,new_customer_20,post,mobile,https://www.facebook.com,,
847,2024-03-07T21:03:00,191,1,,,,tablet,,,
848,2024-03-30T22:22:00,52,0,facebook,new_customer_20,newsletter,mobile,https://www.instagram.com,,
849,2023-10-22T10:08:00,83,0,google,loyalty_program,story,tablet,https://www.facebook.com,,
850,2024-01-03T20:01:00,,0,direct,new_customer_20,story,tablet,https://www.facebook.com,,
851,2023-03-01T15:14:00,123,1,,,,desktop,,,
852,2023-06-27T15:41:00,53,1,,,,mobile,,,
853,2023-11-21T20:32:00,83,0,google,loyalty_program,text_ad,tablet,https://www.instagram.com,,
854,2023-10-20T19:54:00,162,1,,,,desktop,,,
855,2023-11-22T15:50:00,38,0,email,pet_lover_promo,banner_ad,tablet,https://www.facebook.com,,
856,2024-02-05T10:31:00,156,0,email,loyalty_program,post,desktop,https://www.instagram.com,,
857,2023-06-02T19:54:00,63,0,email,loyalty_program,story,tablet,https://www.google.com,,
858,2024-01-01T22:29:00,194,1,,,,mobile,,,
859,2023-10-27T10:50:00,58,1,,,,tablet,,,
860,2023-12-04T17:58:00,,0,email,new_customer_20,story,mobile,https://mail.google.com,,
861,2023-01-25T21:30:00,38,0,direct,free_shipping,banner_ad,desktop,https://mail.google.com,,
862,2023-01-31T20:39:00,177,1,,,,desktop,,,
863,2023-03-09T13:54:00,46,0,,,,tablet,,,
864,2023-07-13T13:56:00,40,1,,,,mobile,,,
865,2023-06-08T09:44:00,120,1,,,,tablet,,,
866,2023-12-12T13:40:00,109,0,email,loyalty_program,newsletter,tablet,https://www.instagram.com,,
867,2023-03-06T17:46:00,50,1,,,,tablet,,,
868,2023-05-01T10:24:00,47,1,,,,mobile,,,
869,2023-07-19T14:18:00,57,0,,,,desktop,,,
870,2023-07-14T21:04:00,67,0,,,,mobile,,,
871,2023-03-29T21:09:00,7,0,direct,loyalty_program,text_ad,desktop,https://www.google.com,,
872,2024-02-16T14:58:00,,0,google,pet_lover_promo,banner_ad,mobile,https://www.instagram.com,,
873,2024-01-28T20:30:00,38,1,,,,tablet,,,
874,2023-11-09T17:21:00,87,0,,,,desktop,,,
875,2023-07-13T11:07:00,,0,instagram,loyalty_program,newsletter,tablet,https://www.facebook.com,,
876,2023-07-03T12:56:00,40,1,,,,mobile,,,
877,2023-07-23T15:16:00,76,1,,,,mobile,,,
878,2023-08-31T18:48:00,40,1,,,,mobile,,,
879,2024-02-25T14:22:00,85,1,,,,tablet,,,
880,2023-06-14T13:10:00,125,1,,,,mobile,,,
881,2023-08-19T13:34:00,64,1,,,,mobile,,,
882,2024-02-29T12:50:00,64,1,,,,mobile,,,
883,2023-04-24T16:12:00,,0,email,new_customer_20,newsletter,desktop,https://mail.google.com,,
884,2023-03-02T11:33:00,174,1,,,,tablet,,,
885,2023-08-26T09:36:00,115,1,,,,desktop,,,
886,2023-06-15T08:56:00,24,0,,,,mobile,,,
887,2024-04-15T09:19:00,37,0,,,,desktop,,,
888,2023-06-04T14:15:00,66,1,,,,desktop,,,
889,2023-08-15T18:57:00,15,0,instagram,loyalty_program,story,desktop,https://www.instagram.com,,
890,2023-08-11T10:46:00,163,1,,,,tablet,,,
891,2024-04-02T22:06:00,174,0,google,new_customer_20,newsletter,desktop,https://www.google.com,,
892,2023-12-30T20:40:00,198,0,facebook,summer_sale,post,mobile,https://mail.google.com,,
893,2023-03-07T15:12:00,,0,direct,new_customer_20,text_ad,tablet,https://www.instagram.com,,
894,2024-02-23T13:16:00,172,1,,,,tablet,,,
895,2023-07-24T14:28:00,184,0,direct,loyalty_program,banner_ad,mobile,https://mail.google.com,,
896,2023-08-05T18:51:00,195,1,,,,tablet,,,
897,2024-04-22T21:32:00,66,0,facebook,loyalty_program,banner_ad,desktop,https://mail.google.com,,
898,2023-08-30T19:43:00,21,0,,,,desktop,,,
899,2023-05-07T19:18:00,53,0,google,loyalty_program,newsletter,mobile,https://www.instagram.com,,
900,2024-02-04T21:46:00,132,1,,,,desktop,,,
901,2023-09-27T12:07:00,193,1,,,,tablet,,,
902,2024-03-18T10:10:00,,0,email,loyalty_program,story,mobile,https://www.google.com,,
903,2024-02-03T08:13:00,147,0,facebook,summer_sale,newsletter,desktop,https://www.facebook.com,,
904,2023-10-14T09:26:00,47,1,,,,mobile,,,
905,2023-01-24T08:45:00,11,1,,,,tablet,,,
906,2023-03-03T15:39:00,4,0,,,,tablet,,,
907,2023-02-11T11:12:00,33,0,email,summer_sale,text_ad,desktop,https://www.facebook.com,,
908,2024-03-11T08:48:00,143,1,,,,tablet,,,
909,2024-03-18T18:38:00,161,0,,,,mobile,,,
910,2023-06-07T10:39:00,105,0,email,free_shipping,text_ad,desktop,https://www.facebook.com,,
911,2023-03-04T10:18:00,132,1,,,,desktop,,,
912,2023-11-03T12:59:00,79,1,,,,tablet,,,
913,2024-01-03T18:48:00,86,0,google,summer_sale,text_ad,mobile,https://www.google.com,,
914,2023-08-16T17:31:00,17,0,,,,mobile,,,
915,2023-08-02T18:56:00,,0,facebook,free_shipping,story,desktop,https://www.instagram.com,,
916,2023-02-20T09:09:00,131,1,,,,desktop,,,
917,2023-05-04T12:56:00,94,1,,,,tablet,,,
918,2023-11-19T20:19:00,45,0,direct,summer_sale,story,desktop,https://www.facebook.com,,
919,2023-04-05T16:02:00,32,0,,,,mobile,,,
920,2023-04-01T09:12:00,37,0,,,,desktop,,,
921,2024-03-11T22:38:00,,0,email,summer_sale,text_ad,mobile,https://www.facebook.com,,
922,2023-02-25T10:07:00,62,1,,,,tablet,,,
923,2023-09-18T17:15:00,108,0,direct,new_customer_20,newsletter,mobile,https://www.instagram.com,,
924,2024-02-13T21:43:00,165,1,,,,mobile,,,
925,2023-06-18T19:56:00,153,0,instagram,new_customer_20,post,tablet,https://www.instagram.com,,
926,2023-12-18T21:14:00,128,0,direct,new_customer_20,banner_ad,tablet,https://mail.google.com,,
927,2023-08-02T18:42:00,106,0,google,loyalty_program,newsletter,mobile,https://www.facebook.com,,
928,2023-09-10T15:19:00,138,0,direct,summer_sale,banner_ad,mobile,https://mail.google.com,,
929,2023-12-22T14:50:00,72,0,direct,loyalty_program,story,tablet,https://www.facebook.com,,
930,2023-08-05T20:34:00,66,1,,,,mobile,,,
931,2024-01-11T13:28:00,148,1,,,,tablet,,,
932,2024-02-13T12:22:00,1,1,,,,mobile,,,
933,2023-12-18T11:38:00,114,1,,,,desktop,,,
934,2023-04-10T19:43:00,87,1,,,,mobile,,,
935,2023-06-10T20:13:00,9,1,,,,desktop,,,
936,2023-04-08T17:16:00,136,0,email,summer_sale,newsletter,mobile,https://www.google.com,,
937,2024-03-30T11:40:00,38,1,,,,mobile,,,
938,2023-06-30T10:00:00,102,0,instagram,summer_sale,story,desktop,https://www.facebook.com,,
939,2023-08-26T21:01:00,129,1,,,,mobile,,,
940,2023-11-17T15:53:00,105,0,instagram,free_shipping,banner_ad,mobile,https://mail.google.com,,
941,2023-10-07T09:19:00,63,1,,,,mobile,,,
942,2023-03-27T09:03:00,98,1,,,,tablet,,,
943,2023-12-28T18:13:00,16,1,,,,mobile,,,
944,2023-06-07T13:05:00,39,0,google,pet_lover_promo,post,mobile,https://www.instagram.com,,
945,2023-04-28T10:27:00,76,0,,,,mobile,,,
946,2023-03-31T08:43:00,39,1,,,,mobile,,,
947,2023-04-29T18:52:00,40,1,,,,tablet,,,
948,2023-11-03T10:20:00,128,1,,,,mobile,,,
949,2023-10-13T16:10:00,81,1,,,,mobile,,,
950,2023-12-12T15:33:00,22,0,google,free_shipping,newsletter,mobile,https://www.facebook.com,,
951,2023-06-10T16:29:00,39,0,instagram,free_shipping,text_ad,mobile,https://www.instagram.com,,
952,2023-04-15T18:10:00,,0,,,,mobile,,,
953,2023-02-02T20:55:00,151,1,,,,tablet,,,
954,2024-03-18T22:55:00,89,1,,,,desktop,,,
955,2023-03-19T13:51:00,,0,direct,pet_lover_promo,newsletter,mobile,https://www.google.com,,
956,2023-01-25T09:48:00,46,1,,,,tablet,,,
957,2023-08-14T17:51:00,42,1,,,,mobile,,,
958,2023-04-05T22:19:00,5,0,google,free_shipping,post,mobile,https://www.facebook.com,,
959,2023-08-13T16:38:00,159,0,google,new_customer_20,post,desktop,https://www.facebook.com,,
960,2024-05-04T08:15:00,22,0,,,,desktop,,,
961,2023-11-16T14:09:00,29,0,google,pet_lover_promo,banner_ad,desktop,https://www.instagram.com,,
962,2024-03-13T10:52:00,3,1,,,,mobile,,,
963,2023-05-13T14:40:00,137,1,,,,mobile,,,
964,2024-02-11T17:33:00,107,1,,,,tablet,,,
965,2023-12-12T21:22:00,5,1,,,,mobile,,,
966,2024-05-13T19:50:00,144,1,,,,tablet,,,
967,2023-09-11T08:47:00,122,1,,,,desktop,,,
968,2023-05-12T12:24:00,179,1,,,,tablet,,,
969,2024-03-12T08:02:00,128,1,,,,desktop,,,
970,2023-08-19T08:26:00,182,0,facebook,free_shipping,post,mobile,https://www.google.com,,
971,2023-04-21T16:46:00,66,1,,,,tablet,,,
972,2024-02-24T10:25:00,185,0,,,,tablet,,,
973,2023-10-07T16:18:00,,0,email,pet_lover_promo,newsletter,mobile,https://mail.google.com,,
974,2023-03-07T17:55:00,186,1,,,,desktop,,,
975,2023-12-05T20:14:00,27,1,,,,tablet,,,
976,2024-05-09T10:30:00,,0,facebook,summer_sale,banner_ad,mobile,https://www.google.com,,
977,2023-12-03T18:09:00,21,0,instagram,summer_sale,banner_ad,mobile,https://www.google.com,,
978,2024-01-31T21:44:00,95,1,,,,desktop,,,
979,2023-11-20T09:25:00,64,1,,,,tablet,,,
980,2023-04-22T17:06:00,160,0,,,,tablet,,,
981,2024-02-29T14:41:00,,0,,,,desktop,,,
982,2024-02-13T14:35:00,27,0,,,,desktop,,,
983,2023-10-11T16:08:00,131,1,,,,mobile,,,
984,2023-12-03T12:31:00,184,0,instagram,new_customer_20,story,mobile,https://www.facebook.com,,
985,2023-06-10T08:32:00,96,0,facebook,summer_sale,text_ad,tablet,https://www.google.com,,
986,2023-05-24T17:03:00,71,0,facebook,new_customer_20,text_ad,mobile,https://www.facebook.com,,
987,2023-08-18T08:19:00,99,1,,,,desktop,,,
988,2023-01-27T18:39:00,,0,direct,loyalty_program,story,mobile,https://www.facebook.com,,
989,2023-08-19T08:59:00,,0,,,,desktop,,,
990,2023-12-12T22:05:00,5,1,,,,mobile,,,
991,2024-05-13T15:39:00,140,1,,,,desktop,,,
992,2024-03-11T11:24:00,71,1,,,,tablet,,,
993,2024-02-22T08:30:00,4,1,,,,desktop,,,
994,2023-07-04T22:20:00,87,1,,,,desktop,,,
995,2023-06-05T18:56:00,,0,email,summer_sale,post,desktop,https://www.instagram.com,,
996,2024-05-02T16:24:00,169,1,,,,mobile,,,
997,2023-07-02T15:23:00,81,1,,,,mobile,,,
998,2023-12-14T12:56:00,186,1,,,,tablet,,,
999,2024-01-08T17:33:00,,0,email,free_shipping,text_ad,tablet,https://www.instagram.com,,
1000,2023-05-11T22:22:00,154,1,,,,mobile,,,
1001,2024-01-05T08:11:00,119,0,facebook,loyalty_program,story,mobile,https://www.instagram.com,,
1002,2024-01-26T13:08:00,52,1,,,,tablet,,,
1003,2023-08-25T20:08:00,110,1,,,,tablet,,,
1004,2024-03-08T10:13:00,168,1,,,,mobile,,,
1005,2023-03-14T11:31:00,195,1,,,,desktop,,,
1006,2023-05-08T09:54:00,,0,google,new_customer_20,newsletter,mobile,https://mail.google.com,,
1007,2024-02-22T21:58:00,170,1,,,,mobile,,,
1008,2023-07-11T18:23:00,111,1,,,,mobile,,,
1009,2023-09-15T19:00:00,173,0,facebook,loyalty_program,post,desktop,https://www.instagram.com,,
1010,2023-09-28T17:47:00,,0,email,loyalty_program,newsletter,mobile,https://www.google.com,,
1011,2023-07-02T21:47:00,113,1,,,,tablet,,,
1012,2024-04-13T09:14:00,137,0,direct,summer_sale,post,desktop,https://mail.google.com,,
1013,2023-07-27T18:10:00,74,0,direct,summer_sale,newsletter,mobile,https://www.google.com,,
1014,2023-05-06T10:13:00,196,0,,,,desktop,,,
1015,2023-01-26T22:28:00,11,1,,,,tablet,,,
1016,2023-04-03T20:37:00,127,1,,,,mobile,,,
1017,2023-02-10T17:42:00,143,0,,,,mobile,,,
1018,2023-11-30T11:13:00,160,1,,,,tablet,,,
1019,2023-09-16T11:53:00,,0,facebook,free_shipping,newsletter,desktop,https://www.google.com,,
1020,2023-08-17T11:24:00,135,1,,,,desktop,,,
1021,2023-08-15T10:18:00,,0,facebook,loyalty_program,post,mobile,https://www.facebook.com,,
1022,2024-01-11T08:02:00,142,1,,,,tablet,,,
1023,2024-01-05T20:42:00,152,0,facebook,loyalty_program,post,tablet,https://mail.google.com,,
1024,2024-01-20T21:20:00,144,1,,,,desktop,,,
1025,2024-04-09T08:07:00,69,1,,,,tablet,,,
1026,2024-03-29T10:20:00,196,1,,,,desktop,,,
1027,2023-11-21T18:54:00,11,1,,,,mobile,,,
1028,2023-12-07T10:05:00,138,1,,,,desktop,,,
1029,2023-05-29T20:34:00,2,1,,,,desktop,,,
1030,2023-06-22T12:50:00,123,0,instagram,loyalty_program,post,mobile,https://www.google.com,,
1031,2023-08-15T19:55:00,109,1,,,,mobile,,,
1032,2023-07-03T19:41:00,59,1,,,,mobile,,,
1033,2023-04-22T22:36:00,,0,email,loyalty_program,post,mobile,https://www.google.com,,
1034,2024-02-07T08:21:00,114,0,facebook,pet_lover_promo,post,mobile,https://www.instagram.com,,
1035,2023-06-07T17:34:00,1,1,,,,mobile,,,
1036,2023-07-12T11:50:00,44,0,,,,desktop,,,
1037,2024-01-16T15:42:00,59,1,,,,mobile,,,
1038,2023-11-29T15:21:00,5,0,facebook,pet_lover_promo,post,desktop,https://www.google.com,,
1039,2023-04-27T18:15:00,,0,google,summer_sale,banner_ad,desktop,https://www.facebook.com,,
1040,2023-06-20T12:34:00,48,0,facebook,new_customer_20,text_ad,tablet,https://www.facebook.com,,
1041,2023-06-08T18:32:00,76,1,,,,tablet,,,
1042,2024-04-26T19:37:00,111,1,,,,desktop,,,
1043,2023-12-09T14:17:00,189,0,,,,desktop,,,
1044,2024-02-19T17:24:00,80,1,,,,mobile,,,
1045,2024-03-14T11:44:00,193,1,,,,tablet,,,
1046,2023-02-05T20:28:00,166,1,,,,mobile,,,
1047,2023-09-05T14:11:00,192,1,,,,desktop,,,
1048,2023-05-10T15:49:00,34,1,,,,tablet,,,
1049,2023-10-14T08:51:00,170,1,,,,desktop,,,
1050,2023-03-29T16:45:00,,0,,,,tablet,,,
1051,2024-02-11T17:36:00,73,0,instagram,new_customer_20,newsletter,tablet,https://www.instagram.com,,
1052,2024-05-05T21:11:00,93,1,,,,desktop,,,
1053,2023-09-21T14:24:00,186,0,,,,desktop,,,
1054,2023-05-28T15:34:00,114,1,,,,tablet,,,
1055,2023-03-20T20:23:00,80,0,email,loyalty_program,story,tablet,https://www.instagram.com,,
1056,2023-02-17T09:37:00,199,1,,,,tablet,,,
1057,2024-01-27T12:28:00,,0,,,,mobile,,,
1058,2023-10-05T11:53:00,84,0,facebook,new_customer_20,text_ad,mobile,https://mail.google.com,,
1059,2023-02-18T22:25:00,54,1,,,,mobile,,,
1060,2023-11-16T20:38:00,39,1,,,,tablet,,,
1061,2023-05-09T18:20:00,74,1,,,,mobile,,,
1062,2023-06-15T11:59:00,196,0,instagram,free_shipping,text_ad,tablet,https://www.facebook.com,,
1063,2024-02-02T20:34:00,15,0,,,,tablet,,,
1064,2023-07-18T09:01:00,,0,facebook,new_customer_20,newsletter,mobile,https://www.facebook.com,,
1065,2023-11-23T21:38:00,150,0,,,,desktop,,,
1066,2023-09-09T11:35:00,80,1,,,,mobile,,,
1067,2024-01-11T16:45:00,47,1,,,,mobile,,,
1068,2023-04-08T19:17:00,129,1,,,,tablet,,,
1069,2023-02-12T19:04:00,37,0,,,,desktop,,,
1070,2024-04-23T13:32:00,,0,instagram,free_shipping,text_ad,tablet,https://mail.google.com,,
1071,2024-03-31T15:32:00,188,1,,,,desktop,,,
1072,2023-10-10T09:36:00,60,1,,,,desktop,,,
1073,2024-01-23T19:26:00,175,1,,,,mobile,,,
1074,2023-02-28T15:26:00,118,0,email,free_shipping,text_ad,desktop,https://mail.google.com,,
1075,2023-10-29T12:51:00,189,0,,,,desktop,,,
1076,2023-11-20T22:46:00,35,0,direct,pet_lover_promo,newsletter,desktop,https://mail.google.com,,
1077,2023-03-17T21:21:00,37,1,,,,tablet,,,
1078,2024-01-04T15:48:00,17,1,,,,tablet,,,
1079,2023-05-12T21:57:00,51,0,google,new_customer_20,post,desktop,https://mail.google.com,,
1080,2023-08-09T20:38:00,177,1,,,,mobile,,,
1081,2023-08-21T14:14:00,42,1,,,,desktop,,,
1082,2023-12-06T19:30:00,31,1,,,,mobile,,,
1083,2024-03-29T21:26:00,62,0,instagram,loyalty_program,story,desktop,https://www.facebook.com,,
1084,2023-10-25T12:35:00,,0,instagram,pet_lover_promo,post,tablet,https://www.instagram.com,,
1085,2023-06-27T22:46:00,59,1,,,,tablet,,,
1086,2023-12-22T09:01:00,185,1,,,,tablet,,,
1087,2023-06-09T09:02:00,30,1,,,,desktop,,,
1088,2023-04-08T16:33:00,11,1,,,,mobile,,,
1089,2023-12-07T13:24:00,184,0,,,,mobile,,,
1090,2023-09-10T12:54:00,103,1,,,,desktop,,,
1091,2023-08-13T14:24:00,146,1,,,,tablet,,,
1092,2023-03-20T17:46:00,7,1,,,,tablet,,,
1093,2023-07-29T09:32:00,7,1,,,,mobile,,,
1094,2023-06-13T16:31:00,160,1,,,,desktop,,,
1095,2023-04-22T12:36:00,97,1,,,,desktop,,,
1096,2023-12-31T16:52:00,113,0,facebook,pet_lover_promo,banner_ad,desktop,https://mail.google.com,,
1097,2024-01-02T14:41:00,197,0,,,,tablet,,,
1098,2023-03-14T18:40:00,125,1,,,,mobile,,,
1099,2024-05-06T21:05:00,,0,,,,mobile,,,
1100,2023-05-08T14:56:00,124,1,,,,mobile,,,
1101,2023-08-31T22:39:00,47,1,,,,tablet,,,
1102,2023-12-18T08:54:00,44,0,,,,desktop,,,
1103,2023-11-16T20:54:00,194,1,,,,desktop,,,
1104,2023-08-06T20:50:00,44,1,,,,desktop,,,
1105,2023-06-17T10:07:00,46,0,,,,desktop,,,
1106,2023-08-23T21:01:00,16,1,,,,mobile,,,
1107,2023-11-04T17:03:00,111,1,,,,mobile,,,
1108,2024-02-25T13:17:00,87,1,,,,mobile,,,
1109,2023-08-02T18:13:00,163,1,,,,mobile,,,
1110,2024-03-13T18:45:00,150,1,,,,desktop,,,
1111,2023-06-17T18:40:00,37,1,,,,tablet,,,
1112,2023-04-30T13:17:00,97,1,,,,desktop,,,
1113,2023-12-08T21:14:00,111,1,,,,mobile,,,
1114,2024-01-17T16:32:00,15,1,,,,desktop,,,
1115,2024-02-29T11:01:00,,0,facebook,summer_sale,text_ad,mobile,https://www.google.com,,
1116,2024-05-10T15:57:00,198,0,,,,tablet,,,
1117,2024-02-27T20:40:00,126,1,,,,desktop,,,
1118,2023-06-07T08:09:00,7,0,,,,tablet,,,
1119,2023-03-15T22:30:00,47,0,direct,pet_lover_promo,banner_ad,tablet,https://www.facebook.com,,
1120,2023-05-10T16:38:00,86,1,,,,mobile,,,
1121,2023-03-04T14:14:00,59,1,,,,tablet,,,
1122,2024-02-01T16:26:00,45,1,,,,tablet,,,
1123,2024-03-25T10:00:00,171,1,,,,mobile,,,
1124,2024-04-02T15:29:00,143,0,,,,tablet,,,
1125,2023-09-20T08:29:00,1,1,,,,desktop,,,
1126,2024-03-11T08:24:00,70,1,,,,desktop,,,
1127,2023-11-20T15:21:00,61,0,email,free_shipping,post,mobile,https://mail.google.com,,
1128,2024-01-17T17:32:00,119,0,facebook,loyalty_program,post,mobile,https://www.instagram.com,,
1129,2024-02-06T13:18:00,78,1,,,,mobile,,,
1130,2023-11-17T22:20:00,141,1,,,,mobile,,,
1131,2023-10-06T08:10:00,127,0,,,,tablet,,,
1132,2023-10-12T18:25:00,59,0,,,,tablet,,,
1133,2023-03-31T22:57:00,197,1,,,,tablet,,,
1134,2023-07-26T22:30:00,172,1,,,,desktop,,,
1135,2023-03-25T14:30:00,192,0,facebook,loyalty_program,story,mobile,https://www.google.com,,
1136,2023-07-09T19:54:00,120,0,,,,mobile,,,
1137,2023-10-08T15:52:00,149,1,,,,tablet,,,
1138,2023-10-09T12:38:00,76,1,,,,tablet,,,
1139,2024-02-15T22:58:00,78,0,email,new_customer_20,banner_ad,mobile,https://www.instagram.com,,
1140,2023-04-22T11:57:00,154,0,,,,tablet,,,
1141,2024-03-27T08:01:00,174,1,,,,tablet,,,
1142,2023-12-14T11:25:00,179,1,,,,desktop,,,
1143,2023-03-28T19:09:00,59,1,,,,mobile,,,
1144,2024-04-22T19:56:00,127,1,,,,tablet,,,
1145,2023-12-11T20:25:00,147,1,,,,tablet,,,
1146,2024-04-07T11:40:00,124,1,,,,mobile,,,
1147,2023-04-13T19:40:00,36,1,,,,desktop,,,
1148,2023-10-10T14:01:00,58,1,,,,desktop,,,
1149,2024-04-16T11:22:00,185,1,,,,mobile,,,
1150,2023-08-18T19:53:00,156,0,,,,desktop,,,
1151,2024-02-02T10:02:00,15,1,,,,tablet,,,
1152,2023-08-09T11:18:00,126,0,direct,free_shipping,story,mobile,https://www.instagram.com,,
1153,2024-03-24T18:44:00,196,0,instagram,summer_sale,banner_ad,desktop,https://www.google.com,,
1154,2023-11-15T15:58:00,,0,email,summer_sale,post,desktop,https://www.instagram.com,,
1155,2023-01-29T19:21:00,165,1,,,,desktop,,,
1156,2024-04-16T14:16:00,200,1,,,,mobile,,,
1157,2023-05-02T13:01:00,58,1,,,,tablet,,,
1158,2023-06-25T20:12:00,,0,instagram,new_customer_20,text_ad,tablet,https://mail.google.com,,
1159,2023-02-07T10:45:00,91,1,,,,mobile,,,
1160,2023-08-08T16:22:00,141,1,,,,mobile,,,
1161,2023-06-15T19:45:00,,0,facebook,free_shipping,text_ad,mobile,https://www.instagram.com,,
1162,2023-08-08T22:25:00,115,1,,,,desktop,,,
1163,2024-01-03T08:29:00,160,0,instagram,new_customer_20,newsletter,desktop,https://www.google.com,,
1164,2023-11-06T14:07:00,63,1,,,,mobile,,,
1165,2024-02-14T11:27:00,176,1,,,,tablet,,,
1166,2023-02-02T21:30:00,140,0,direct,new_customer_20,post,desktop,https://www.instagram.com,,
1167,2023-03-23T08:27:00,,0,direct,new_customer_20,story,mobile,https://www.facebook.com,,
1168,2023-04-21T21:43:00,,0,direct,summer_sale,text_ad,tablet,https://www.instagram.com,,
1169,2023-02-16T11:33:00,98,0,email,loyalty_program,banner_ad,tablet,https://www.instagram.com,,
1170,2024-02-02T16:49:00,,0,facebook,summer_sale,banner_ad,desktop,https://www.google.com,,
1171,2023-10-19T12:56:00,12,1,,,,tablet,,,
1172,2023-08-23T13:36:00,25,1,,,,desktop,,,
1173,2023-09-26T21:42:00,,0,direct,free_shipping,banner_ad,desktop,https://www.google.com,,
1174,2023-04-18T19:23:00,124,1,,,,desktop,,,
1175,2023-11-04T11:35:00,49,0,facebook,new_customer_20,post,mobile,https://www.facebook.com,,
1176,2024-02-23T22:28:00,191,1,,,,desktop,,,
1177,2023-05-13T18:59:00,150,1,,,,desktop,,,
1178,2023-12-03T17:09:00,29,1,,,,mobile,,,
1179,2023-05-22T10:22:00,141,1,,,,tablet,,,
1180,2023-05-13T16:41:00,12,1,,,,mobile,,,
1181,2024-04-02T13:08:00,182,1,,,,tablet,,,
1182,2023-02-13T12:16:00,45,1,,,,desktop,,,
1183,2023-05-28T08:05:00,65,1,,,,desktop,,,
1184,2023-12-30T22:04:00,156,1,,,,desktop,,,
1185,2023-03-21T17:51:00,189,0,google,pet_lover_promo,banner_ad,desktop,https://www.facebook.com,,
1186,2023-09-29T11:14:00,,0,direct,loyalty_program,newsletter,mobile,https://www.google.com,,
1187,2024-02-06T19:42:00,68,1,,,,mobile,,,
1188,2023-04-02T08:03:00,60,1,,,,desktop,,,
1189,2023-02-03T20:24:00,123,0,,,,tablet,,,
1190,2024-03-12T22:10:00,155,1,,,,mobile,,,
1191,2023-11-25T11:06:00,41,1,,,,tablet,,,
1192,2023-03-12T11:09:00,27,0,email,pet_lover_promo,post,desktop,https://www.instagram.com,,
1193,2024-05-07T14:47:00,12,1,,,,tablet,,,
1194,2023-05-15T22:35:00,67,0,direct,new_customer_20,text_ad,desktop,https://www.facebook.com,,
1195,2023-01-21T20:41:00,56,1,,,,desktop,,,
1196,2023-07-09T09:35:00,184,1,,,,tablet,,,
1197,2023-03-02T11:50:00,82,1,,,,desktop,,,
1198,2024-04-12T19:57:00,,0,instagram,summer_sale,newsletter,mobile,https://www.facebook.com,,
1199,2024-03-16T18:11:00,,0,,,,desktop,,,
1200,2023-08-05T10:23:00,,0,instagram,new_customer_20,story,tablet,https://mail.google.com,,
1201,2024-02-02T13:02:00,37,0,email,new_customer_20,newsletter,tablet,https://www.google.com,,
1202,2024-04-21T21:22:00,101,0,,,,mobile,,,
1203,2023-12-14T21:05:00,110,0,direct,loyalty_program,text_ad,mobile,https://www.facebook.com,,
1204,2023-05-07T19:07:00,67,1,,,,mobile,,,
1205,2023-10-28T14:08:00,139,1,,,,mobile,,,
1206,2024-04-11T09:23:00,7,1,,,,desktop,,,
1207,2024-05-10T20:50:00,200,1,,,,desktop,,,
1208,2023-12-26T11:44:00,45,0,facebook,summer_sale,text_ad,desktop,https://mail.google.com,,
1209,2024-02-05T17:07:00,19,0,instagram,pet_lover_promo,newsletter,desktop,https://www.instagram.com,,
1210,2023-08-19T19:04:00,29,0,,,,desktop,,,
1211,2023-05-10T21:45:00,137,0,facebook,summer_sale,post,mobile,https://mail.google.com,,
1212,2023-11-23T12:04:00,147,0,email,loyalty_program,text_ad,tablet,https://www.google.com,,
1213,2023-05-22T18:02:00,73,1,,,,mobile,,,
1214,2024-01-21T13:45:00,69,0,,,,desktop,,,
1215,2023-12-30T21:40:00,58,1,,,,desktop,,,
1216,2024-02-16T09:09:00,189,0,email,pet_lover_promo,banner_ad,mobile,https://www.facebook.com,,
1217,2023-02-06T20:22:00,136,1,,,,mobile,,,
1218,2023-06-29T17:03:00,127,0,instagram,free_shipping,post,tablet,https://www.google.com,,
1219,2023-02-05T15:43:00,124,0,email,new_customer_20,story,tablet,https://www.facebook.com,,
1220,2023-12-10T09:39:00,90,1,,,,desktop,,,
1221,2023-12-24T19:36:00,127,1,,,,mobile,,,
1222,2023-02-11T09:21:00,108,1,,,,mobile,,,
1223,2023-06-11T22:32:00,185,1,,,,tablet,,,
1224,2023-06-20T20:38:00,,0,instagram,new_customer_20,banner_ad,desktop,https://www.instagram.com,,
1225,2023-06-18T20:33:00,183,0,,,,mobile,,,
1226,2023-11-07T16:29:00,52,0,google,summer_sale,banner_ad,tablet,https://www.google.com,,
1227,2024-04-14T19:46:00,158,1,,,,tablet,,,
1228,2023-12-19T09:38:00,81,0,direct,new_customer_20,story,mobile,https://www.instagram.com,,
1229,2023-08-11T11:37:00,45,0,google,summer_sale,newsletter,desktop,https://www.instagram.com,,
1230,2023-05-05T18:24:00,67,0,,,,tablet,,,
1231,2023-09-14T22:37:00,142,1,,,,tablet,,,
