order_item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,created_at,updated_at,,
1160,543,4006,1,299.99,0.0,69.0,2024-05-12T13:55:00,2024-05-12T13:55:00,,
1161,544,2017,1,35.99,0.0,8.28,2023-08-19T19:07:00,2023-08-19T19:07:00,,
1162,544,1028,2,45.99,0.0,21.16,2023-08-19T19:07:00,2023-08-19T19:07:00,,
1163,545,4002,1,18.99,1.9,3.93,2023-03-30T10:10:00,2023-03-30T10:10:00,,
1164,546,1028,1,45.99,0.0,10.58,2023-12-20T10:49:00,2023-12-20T10:49:00,,
1165,547,2018,2,45.99,0.0,21.16,2024-02-11T19:30:00,2024-02-11T19:30:00,,
1166,547,1014,1,32.99,3.3,6.83,2024-02-11T19:30:00,2024-02-11T19:30:00,,
1167,548,4002,1,18.99,1.9,3.93,2023-05-14T12:54:00,2023-05-14T12:54:00,,
1168,548,5002,1,22.99,0.0,5.29,2023-05-14T12:54:00,2023-05-14T12:54:00,,
1169,549,1015,1,69.99,3.5,15.29,2024-03-18T21:24:00,2024-03-18T21:24:00,,
1170,550,1021,1,189.99,19.0,39.33,2023-11-26T16:44:00,2023-11-26T16:44:00,,
1171,550,2009,1,16.99,0.0,3.91,2023-11-26T16:44:00,2023-11-26T16:44:00,,
1172,550,4007,1,28.99,0.0,6.67,2023-11-26T16:44:00,2023-11-26T16:44:00,,
1173,551,1024,1,24.99,1.25,5.46,2023-07-23T22:05:00,2023-07-23T22:05:00,,
1174,551,2010,2,9.99,2.0,4.14,2023-07-23T22:05:00,2023-07-23T22:05:00,,
1175,552,2006,1,79.99,0.0,18.4,2023-11-22T08:25:00,2023-11-22T08:25:00,,
1176,552,1007,1,19.99,1.0,4.37,2023-11-22T08:25:00,2023-11-22T08:25:00,,
1177,552,2028,1,29.99,0.0,6.9,2023-11-22T08:25:00,2023-11-22T08:25:00,,
1178,552,2011,1,7.99,0.8,1.65,2023-11-22T08:25:00,2023-11-22T08:25:00,,
1179,553,3005,1,159.99,0.0,36.8,2024-03-27T08:38:00,2024-03-27T08:38:00,,
1180,553,2003,1,145.99,7.3,31.9,2024-03-27T08:38:00,2024-03-27T08:38:00,,
1181,554,2016,3,45.99,0.0,31.73,2023-12-18T21:43:00,2023-12-18T21:43:00,,
1182,554,3006,1,12.99,0.0,2.99,2023-12-18T21:43:00,2023-12-18T21:43:00,,
1183,555,1024,1,24.99,2.5,5.17,2024-04-14T09:40:00,2024-04-14T09:40:00,,
1184,555,1028,2,45.99,4.6,20.1,2024-04-14T09:40:00,2024-04-14T09:40:00,,
1185,556,3005,1,159.99,8.0,34.96,2023-11-03T11:31:00,2023-11-03T11:31:00,,
1186,556,1034,2,99.99,0.0,46.0,2023-11-03T11:31:00,2023-11-03T11:31:00,,
1187,556,2004,1,3.99,0.2,0.87,2023-11-03T11:31:00,2023-11-03T11:31:00,,
1188,557,1002,1,165.99,8.3,36.27,2023-11-12T15:54:00,2023-11-12T15:54:00,,
1189,558,1011,1,29.99,3.0,6.21,2023-06-27T13:35:00,2023-06-27T13:35:00,,
1190,559,3005,1,159.99,0.0,36.8,2023-12-15T15:04:00,2023-12-15T15:04:00,,
1191,559,3008,2,18.99,0.0,8.74,2023-12-15T15:04:00,2023-12-15T15:04:00,,
1192,560,4002,1,18.99,0.0,4.37,2023-05-06T10:33:00,2023-05-06T10:33:00,,
1193,560,2001,1,159.99,16.0,33.12,2023-05-06T10:33:00,2023-05-06T10:33:00,,
1194,560,2015,1,119.99,0.0,27.6,2023-05-06T10:33:00,2023-05-06T10:33:00,,
1195,560,2019,3,55.99,0.0,38.63,2023-05-06T10:33:00,2023-05-06T10:33:00,,
1196,560,5007,2,89.99,18.0,37.26,2023-05-06T10:33:00,2023-05-06T10:33:00,,
1197,561,1014,3,32.99,4.95,21.62,2023-12-30T14:28:00,2023-12-30T14:28:00,,
1198,561,5009,1,45.99,0.0,10.58,2023-12-30T14:28:00,2023-12-30T14:28:00,,
1199,561,2025,1,89.99,0.0,20.7,2023-12-30T14:28:00,2023-12-30T14:28:00,,
1200,562,3007,1,15.99,1.6,3.31,2023-06-30T16:00:00,2023-06-30T16:00:00,,
1201,562,1027,1,39.99,0.0,9.2,2023-06-30T16:00:00,2023-06-30T16:00:00,,
1202,563,3006,2,12.99,0.0,5.98,2023-08-23T21:09:00,2023-08-23T21:09:00,,
1203,563,4005,1,189.99,19.0,39.33,2023-08-23T21:09:00,2023-08-23T21:09:00,,
1204,564,4001,1,12.99,0.0,2.99,2023-06-02T13:28:00,2023-06-02T13:28:00,,
1205,564,4008,1,24.99,1.25,5.46,2023-06-02T13:28:00,2023-06-02T13:28:00,,
1206,565,5004,1,399.99,20.0,87.4,2023-02-17T09:47:00,2023-02-17T09:47:00,,
1207,565,2013,3,45.99,6.9,30.15,2023-02-17T09:47:00,2023-02-17T09:47:00,,
1208,565,4006,1,299.99,0.0,69.0,2023-02-17T09:47:00,2023-02-17T09:47:00,,
1209,565,2022,1,79.99,4.0,17.48,2023-02-17T09:47:00,2023-02-17T09:47:00,,
1210,565,5007,2,89.99,0.0,41.4,2023-02-17T09:47:00,2023-02-17T09:47:00,,
1211,566,1006,1,11.99,0.6,2.62,2023-08-24T18:08:00,2023-08-24T18:08:00,,
1212,566,1027,1,39.99,0.0,9.2,2023-08-24T18:08:00,2023-08-24T18:08:00,,
1213,567,4007,1,28.99,0.0,6.67,2023-10-12T08:50:00,2023-10-12T08:50:00,,
1214,567,1023,1,28.99,1.45,6.33,2023-10-12T08:50:00,2023-10-12T08:50:00,,
1215,567,2026,2,32.99,0.0,15.18,2023-10-12T08:50:00,2023-10-12T08:50:00,,
1216,568,3004,3,249.99,37.5,163.87,2023-04-06T16:22:00,2023-04-06T16:22:00,,
1217,568,5003,2,19.99,2.0,8.74,2023-04-06T16:22:00,2023-04-06T16:22:00,,
1218,569,2012,3,19.99,3.0,13.1,2023-09-14T11:49:00,2023-09-14T11:49:00,,
1219,569,1015,2,69.99,0.0,32.2,2023-09-14T11:49:00,2023-09-14T11:49:00,,
1220,569,5003,1,19.99,0.0,4.6,2023-09-14T11:49:00,2023-09-14T11:49:00,,
1221,570,5009,1,45.99,0.0,10.58,2023-08-25T22:36:00,2023-08-25T22:36:00,,
1222,570,1032,2,49.99,5.0,21.85,2023-08-25T22:36:00,2023-08-25T22:36:00,,
1223,571,2003,1,145.99,0.0,33.58,2024-04-29T10:33:00,2024-04-29T10:33:00,,
1224,571,2013,1,45.99,4.6,9.52,2024-04-29T10:33:00,2024-04-29T10:33:00,,
1225,571,1025,1,45.99,0.0,10.58,2024-04-29T10:33:00,2024-04-29T10:33:00,,
1226,572,1032,1,49.99,2.5,10.92,2024-01-07T17:14:00,2024-01-07T17:14:00,,
1227,572,1011,2,29.99,3.0,13.11,2024-01-07T17:14:00,2024-01-07T17:14:00,,
1228,573,1016,1,35.99,1.8,7.86,2024-01-31T21:15:00,2024-01-31T21:15:00,,
1229,573,5005,1,599.99,0.0,138.0,2024-01-31T21:15:00,2024-01-31T21:15:00,,
1230,574,1010,3,22.99,0.0,15.86,2023-07-29T09:48:00,2023-07-29T09:48:00,,
1231,574,2026,2,32.99,0.0,15.18,2023-07-29T09:48:00,2023-07-29T09:48:00,,
1232,574,1033,1,79.99,4.0,17.48,2023-07-29T09:48:00,2023-07-29T09:48:00,,
1233,575,5011,1,29.99,0.0,6.9,2023-05-23T17:09:00,2023-05-23T17:09:00,,
1234,575,1035,3,59.99,0.0,41.39,2023-05-23T17:09:00,2023-05-23T17:09:00,,
1235,576,1031,2,42.99,4.3,18.79,2024-04-06T11:30:00,2024-04-06T11:30:00,,
1236,576,1035,1,59.99,0.0,13.8,2024-04-06T11:30:00,2024-04-06T11:30:00,,
1237,577,2005,1,42.99,0.0,9.89,2023-06-21T20:27:00,2023-06-21T20:27:00,,
1238,577,4007,3,28.99,0.0,20.0,2023-06-21T20:27:00,2023-06-21T20:27:00,,
1239,578,1025,2,45.99,0.0,21.16,2024-05-10T20:17:00,2024-05-10T20:17:00,,
1240,579,2007,1,12.99,0.0,2.99,2024-01-24T22:47:00,2024-01-24T22:47:00,,
1241,579,2010,1,9.99,0.5,2.18,2024-01-24T22:47:00,2024-01-24T22:47:00,,
1242,579,5007,2,89.99,0.0,41.4,2024-01-24T22:47:00,2024-01-24T22:47:00,,
1243,580,3005,1,159.99,0.0,36.8,2023-12-12T16:18:00,2023-12-12T16:18:00,,
1244,580,2012,2,19.99,0.0,9.2,2023-12-12T16:18:00,2023-12-12T16:18:00,,
1245,580,2003,2,145.99,0.0,67.16,2023-12-12T16:18:00,2023-12-12T16:18:00,,
1246,581,2017,1,35.99,3.6,7.45,2023-05-02T13:11:00,2023-05-02T13:11:00,,
1247,581,2024,1,69.99,0.0,16.1,2023-05-02T13:11:00,2023-05-02T13:11:00,,
1248,581,2030,1,89.99,0.0,20.7,2023-05-02T13:11:00,2023-05-02T13:11:00,,
1249,582,1020,1,129.99,0.0,29.9,2024-02-09T09:12:00,2024-02-09T09:12:00,,
1250,583,2030,1,89.99,0.0,20.7,2023-11-12T12:24:00,2023-11-12T12:24:00,,
1251,583,2010,1,9.99,0.0,2.3,2023-11-12T12:24:00,2023-11-12T12:24:00,,
1252,584,4006,2,299.99,0.0,138.0,2023-06-23T15:41:00,2023-06-23T15:41:00,,
1253,585,1030,3,189.99,0.0,131.09,2023-07-07T17:59:00,2023-07-07T17:59:00,,
1254,586,1004,1,8.99,0.0,2.07,2023-06-29T17:46:00,2023-06-29T17:46:00,,
1255,586,2026,1,32.99,0.0,7.59,2023-06-29T17:46:00,2023-06-29T17:46:00,,
1256,586,1011,2,29.99,0.0,13.8,2023-06-29T17:46:00,2023-06-29T17:46:00,,
1257,587,4008,2,24.99,0.0,11.5,2023-07-21T14:05:00,2023-07-21T14:05:00,,
1258,587,2009,1,16.99,0.0,3.91,2023-07-21T14:05:00,2023-07-21T14:05:00,,
1259,588,5005,2,599.99,0.0,276.0,2023-08-04T17:24:00,2023-08-04T17:24:00,,
1260,588,1001,2,189.99,0.0,87.4,2023-08-04T17:24:00,2023-08-04T17:24:00,,
1261,588,4004,2,119.99,0.0,55.2,2023-08-04T17:24:00,2023-08-04T17:24:00,,
1262,589,1014,1,32.99,0.0,7.59,2024-04-27T22:25:00,2024-04-27T22:25:00,,
1263,590,1024,1,24.99,0.0,5.75,2023-03-15T11:49:00,2023-03-15T11:49:00,,
1264,591,5006,2,249.99,50.0,103.5,2023-12-17T17:57:00,2023-12-17T17:57:00,,
1265,592,3003,2,18.99,1.9,8.3,2023-12-07T20:56:00,2023-12-07T20:56:00,,
1266,593,1005,2,45.99,0.0,21.16,2023-08-23T22:38:00,2023-08-23T22:38:00,,
1267,594,1017,1,25.99,0.0,5.98,2024-04-13T20:32:00,2024-04-13T20:32:00,,
1268,594,2011,1,7.99,0.4,1.75,2024-04-13T20:32:00,2024-04-13T20:32:00,,
1269,594,1025,1,45.99,4.6,9.52,2024-04-13T20:32:00,2024-04-13T20:32:00,,
1270,595,2014,1,89.99,0.0,20.7,2023-04-23T19:01:00,2023-04-23T19:01:00,,
1271,595,2023,2,39.99,4.0,17.48,2023-04-23T19:01:00,2023-04-23T19:01:00,,
1272,596,1026,2,78.99,15.8,32.7,2023-08-14T22:00:00,2023-08-14T22:00:00,,
1273,596,1029,1,119.99,0.0,27.6,2023-08-14T22:00:00,2023-08-14T22:00:00,,
1274,596,2006,1,79.99,0.0,18.4,2023-08-14T22:00:00,2023-08-14T22:00:00,,
1275,596,4002,1,18.99,0.0,4.37,2023-08-14T22:00:00,2023-08-14T22:00:00,,
1276,596,5011,2,29.99,0.0,13.8,2023-08-14T22:00:00,2023-08-14T22:00:00,,
1277,597,1020,1,129.99,0.0,29.9,2023-05-05T22:30:00,2023-05-05T22:30:00,,
1278,598,2021,2,149.99,0.0,69.0,2023-12-07T11:18:00,2023-12-07T11:18:00,,
1279,598,5010,1,35.99,0.0,8.28,2023-12-07T11:18:00,2023-12-07T11:18:00,,
1280,599,2018,1,45.99,0.0,10.58,2024-01-21T20:42:00,2024-01-21T20:42:00,,
1281,599,1011,1,29.99,0.0,6.9,2024-01-21T20:42:00,2024-01-21T20:42:00,,
1282,600,5011,2,29.99,0.0,13.8,2023-06-29T11:52:00,2023-06-29T11:52:00,,
1283,600,1014,1,32.99,0.0,7.59,2023-06-29T11:52:00,2023-06-29T11:52:00,,
1284,601,2010,1,9.99,0.0,2.3,2023-05-22T22:35:00,2023-05-22T22:35:00,,
1285,601,2006,1,79.99,0.0,18.4,2023-05-22T22:35:00,2023-05-22T22:35:00,,
1286,601,1030,2,189.99,19.0,83.03,2023-05-22T22:35:00,2023-05-22T22:35:00,,
1287,601,1032,1,49.99,0.0,11.5,2023-05-22T22:35:00,2023-05-22T22:35:00,,
1288,601,2003,1,145.99,0.0,33.58,2023-05-22T22:35:00,2023-05-22T22:35:00,,
1289,602,2002,1,139.99,7.0,30.59,2024-04-02T19:11:00,2024-04-02T19:11:00,,
1290,602,1027,1,39.99,0.0,9.2,2024-04-02T19:11:00,2024-04-02T19:11:00,,
1291,603,1030,3,189.99,0.0,131.09,2024-04-16T14:50:00,2024-04-16T14:50:00,,
1292,603,3005,1,159.99,0.0,36.8,2024-04-16T14:50:00,2024-04-16T14:50:00,,
1293,603,1017,1,25.99,2.6,5.38,2024-04-16T14:50:00,2024-04-16T14:50:00,,
1294,604,3004,1,249.99,12.5,54.62,2024-02-06T15:01:00,2024-02-06T15:01:00,,
1295,605,5006,1,249.99,0.0,57.5,2024-05-09T13:00:00,2024-05-09T13:00:00,,
1296,605,3005,2,159.99,0.0,73.6,2024-05-09T13:00:00,2024-05-09T13:00:00,,
1297,606,1007,1,19.99,0.0,4.6,2023-09-07T14:19:00,2023-09-07T14:19:00,,
1298,606,1033,1,79.99,4.0,17.48,2023-09-07T14:19:00,2023-09-07T14:19:00,,
1299,607,4006,1,299.99,0.0,69.0,2023-06-12T12:51:00,2023-06-12T12:51:00,,
1300,607,4004,1,119.99,0.0,27.6,2023-06-12T12:51:00,2023-06-12T12:51:00,,
1301,608,1022,1,89.99,9.0,18.63,2023-07-31T13:44:00,2023-07-31T13:44:00,,
1302,608,1032,1,49.99,0.0,11.5,2023-07-31T13:44:00,2023-07-31T13:44:00,,
1303,609,1001,1,189.99,19.0,39.33,2023-07-24T20:18:00,2023-07-24T20:18:00,,
1304,610,5010,1,35.99,0.0,8.28,2023-04-21T17:25:00,2023-04-21T17:25:00,,
1305,611,1007,2,19.99,0.0,9.2,2023-09-19T11:34:00,2023-09-19T11:34:00,,
1306,611,5006,2,249.99,50.0,103.5,2023-09-19T11:34:00,2023-09-19T11:34:00,,
1307,612,1027,1,39.99,0.0,9.2,2023-01-25T10:20:00,2023-01-25T10:20:00,,
1308,612,1016,3,35.99,0.0,24.83,2023-01-25T10:20:00,2023-01-25T10:20:00,,
1309,613,2003,1,145.99,0.0,33.58,2023-02-16T11:56:00,2023-02-16T11:56:00,,
1310,614,1022,1,89.99,0.0,20.7,2023-07-30T16:01:00,2023-07-30T16:01:00,,
1311,615,2022,1,79.99,8.0,16.56,2023-10-03T23:08:00,2023-10-03T23:08:00,,
1312,615,1018,1,32.99,3.3,6.83,2023-10-03T23:08:00,2023-10-03T23:08:00,,
1313,616,2009,1,16.99,0.0,3.91,2024-01-06T14:50:00,2024-01-06T14:50:00,,
1314,616,2028,1,29.99,1.5,6.55,2024-01-06T14:50:00,2024-01-06T14:50:00,,
1315,617,5005,1,599.99,0.0,138.0,2024-02-05T17:51:00,2024-02-05T17:51:00,,
1316,617,1013,1,45.99,0.0,10.58,2024-02-05T17:51:00,2024-02-05T17:51:00,,
1317,617,1031,1,42.99,0.0,9.89,2024-02-05T17:51:00,2024-02-05T17:51:00,,
1318,617,5010,1,35.99,0.0,8.28,2024-02-05T17:51:00,2024-02-05T17:51:00,,
1319,618,1021,1,189.99,19.0,39.33,2023-07-27T20:07:00,2023-07-27T20:07:00,,
1320,619,5009,1,45.99,0.0,10.58,2023-03-21T20:34:00,2023-03-21T20:34:00,,
1321,619,1006,3,11.99,0.0,8.27,2023-03-21T20:34:00,2023-03-21T20:34:00,,
1322,620,4001,1,12.99,0.0,2.99,2023-05-09T19:20:00,2023-05-09T19:20:00,,
1323,620,1035,1,59.99,0.0,13.8,2023-05-09T19:20:00,2023-05-09T19:20:00,,
1324,621,4006,2,299.99,0.0,138.0,2023-02-22T10:20:00,2023-02-22T10:20:00,,
1325,621,5011,2,29.99,0.0,13.8,2023-02-22T10:20:00,2023-02-22T10:20:00,,
1326,622,3004,1,249.99,0.0,57.5,2023-08-14T12:13:00,2023-08-14T12:13:00,,
1327,623,5006,3,249.99,37.5,163.87,2024-02-24T19:05:00,2024-02-24T19:05:00,,
1328,624,5004,1,399.99,0.0,92.0,2023-11-20T20:09:00,2023-11-20T20:09:00,,
1329,625,4008,2,24.99,5.0,10.35,2023-01-27T21:49:00,2023-01-27T21:49:00,,
1330,626,1011,2,29.99,0.0,13.8,2023-09-05T15:13:00,2023-09-05T15:13:00,,
1331,627,2020,2,199.99,0.0,92.0,2024-03-24T19:01:00,2024-03-24T19:01:00,,
1332,627,1029,1,119.99,0.0,27.6,2024-03-24T19:01:00,2024-03-24T19:01:00,,
1333,628,4006,1,299.99,0.0,69.0,2023-10-08T23:14:00,2023-10-08T23:14:00,,
1334,628,1026,1,78.99,0.0,18.17,2023-10-08T23:14:00,2023-10-08T23:14:00,,
1335,629,4006,1,299.99,0.0,69.0,2023-07-24T14:58:00,2023-07-24T14:58:00,,
1336,629,4002,1,18.99,0.0,4.37,2023-07-24T14:58:00,2023-07-24T14:58:00,,
1337,630,2018,2,45.99,4.6,20.1,2023-08-10T13:24:00,2023-08-10T13:24:00,,
1338,630,3004,1,249.99,0.0,57.5,2023-08-10T13:24:00,2023-08-10T13:24:00,,
1339,631,2023,2,39.99,0.0,18.4,2023-07-13T23:16:00,2023-07-13T23:16:00,,
1340,632,2020,1,199.99,0.0,46.0,2024-02-17T21:19:00,2024-02-17T21:19:00,,
1341,632,1007,1,19.99,1.0,4.37,2024-02-17T21:19:00,2024-02-17T21:19:00,,
1342,633,2023,1,39.99,4.0,8.28,2024-02-23T16:31:00,2024-02-23T16:31:00,,
1343,633,2018,1,45.99,4.6,9.52,2024-02-23T16:31:00,2024-02-23T16:31:00,,
1344,633,3001,2,22.99,0.0,10.58,2024-02-23T16:31:00,2024-02-23T16:31:00,,
1345,634,2005,2,42.99,0.0,19.78,2023-03-06T17:59:00,2023-03-06T17:59:00,,
1346,634,4003,2,24.99,2.5,10.92,2023-03-06T17:59:00,2023-03-06T17:59:00,,
1347,634,2029,2,129.99,0.0,59.8,2023-03-06T17:59:00,2023-03-06T17:59:00,,
1348,634,1013,1,45.99,0.0,10.58,2023-03-06T17:59:00,2023-03-06T17:59:00,,
1349,635,1018,1,32.99,0.0,7.59,2024-03-18T23:22:00,2024-03-18T23:22:00,,
1350,636,2032,1,39.99,2.0,8.74,2024-03-01T21:06:00,2024-03-01T21:06:00,,
1351,636,4008,2,24.99,0.0,11.5,2024-03-01T21:06:00,2024-03-01T21:06:00,,
1352,637,5011,1,29.99,0.0,6.9,2023-07-29T09:18:00,2023-07-29T09:18:00,,
1353,638,2027,1,24.99,0.0,5.75,2023-02-08T16:19:00,2023-02-08T16:19:00,,
1354,639,1009,1,15.99,0.0,3.68,2023-08-11T12:15:00,2023-08-11T12:15:00,,
1355,639,4001,1,12.99,0.65,2.84,2023-08-11T12:15:00,2023-08-11T12:15:00,,
1356,640,5007,1,89.99,0.0,20.7,2023-08-11T12:33:00,2023-08-11T12:33:00,,
1357,640,1007,2,19.99,2.0,8.74,2023-08-11T12:33:00,2023-08-11T12:33:00,,
1358,640,1002,3,165.99,49.8,103.08,2023-08-11T12:33:00,2023-08-11T12:33:00,,
1359,640,2032,1,39.99,2.0,8.74,2023-08-11T12:33:00,2023-08-11T12:33:00,,
1360,640,1029,1,119.99,6.0,26.22,2023-08-11T12:33:00,2023-08-11T12:33:00,,
1361,641,3001,1,22.99,1.15,5.02,2023-11-25T19:54:00,2023-11-25T19:54:00,,
1362,642,1035,1,59.99,0.0,13.8,2024-02-25T21:11:00,2024-02-25T21:11:00,,
1363,643,1006,3,11.99,0.0,8.27,2024-02-10T10:03:00,2024-02-10T10:03:00,,
1364,643,2026,1,32.99,0.0,7.59,2024-02-10T10:03:00,2024-02-10T10:03:00,,
1365,644,1026,1,78.99,0.0,18.17,2023-11-17T14:48:00,2023-11-17T14:48:00,,
1366,644,2003,2,145.99,29.2,60.44,2023-11-17T14:48:00,2023-11-17T14:48:00,,
1367,644,2001,3,159.99,24.0,104.87,2023-11-17T14:48:00,2023-11-17T14:48:00,,
1368,644,1001,1,189.99,0.0,43.7,2023-11-17T14:48:00,2023-11-17T14:48:00,,
1369,645,1033,3,79.99,0.0,55.19,2023-12-09T18:03:00,2023-12-09T18:03:00,,
1370,645,1006,1,11.99,0.0,2.76,2023-12-09T18:03:00,2023-12-09T18:03:00,,
1371,645,2005,1,42.99,0.0,9.89,2023-12-09T18:03:00,2023-12-09T18:03:00,,
1372,645,1021,1,189.99,0.0,43.7,2023-12-09T18:03:00,2023-12-09T18:03:00,,
1373,646,2015,1,119.99,0.0,27.6,2024-02-04T16:34:00,2024-02-04T16:34:00,,
1374,646,1006,1,11.99,0.0,2.76,2024-02-04T16:34:00,2024-02-04T16:34:00,,
1375,647,3001,1,22.99,1.15,5.02,2023-11-19T19:00:00,2023-11-19T19:00:00,,
1376,648,1035,2,59.99,6.0,26.22,2023-08-11T14:57:00,2023-08-11T14:57:00,,
1377,648,2003,1,145.99,0.0,33.58,2023-08-11T14:57:00,2023-08-11T14:57:00,,
1378,649,5001,1,15.99,0.0,3.68,2023-08-08T16:47:00,2023-08-08T16:47:00,,
1379,649,1027,1,39.99,0.0,9.2,2023-08-08T16:47:00,2023-08-08T16:47:00,,
1380,650,2028,1,29.99,0.0,6.9,2024-03-08T10:57:00,2024-03-08T10:57:00,,
1381,650,5004,1,399.99,0.0,92.0,2024-03-08T10:57:00,2024-03-08T10:57:00,,
1382,650,2015,1,119.99,0.0,27.6,2024-03-08T10:57:00,2024-03-08T10:57:00,,
1383,651,2019,1,55.99,0.0,12.88,2023-04-15T18:48:00,2023-04-15T18:48:00,,
1384,651,2003,1,145.99,0.0,33.58,2023-04-15T18:48:00,2023-04-15T18:48:00,,
1385,652,1024,1,24.99,0.0,5.75,2023-05-18T14:34:00,2023-05-18T14:34:00,,
1386,652,2032,3,39.99,0.0,27.59,2023-05-18T14:34:00,2023-05-18T14:34:00,,
1387,652,1016,1,35.99,0.0,8.28,2023-05-18T14:34:00,2023-05-18T14:34:00,,
1388,653,2027,1,24.99,0.0,5.75,2023-02-27T23:02:00,2023-02-27T23:02:00,,
1389,654,5004,1,399.99,0.0,92.0,2023-09-11T10:29:00,2023-09-11T10:29:00,,
1390,654,5010,1,35.99,0.0,8.28,2023-09-11T10:29:00,2023-09-11T10:29:00,,
1391,655,1016,1,35.99,0.0,8.28,2023-06-05T10:05:00,2023-06-05T10:05:00,,
1392,655,2013,2,45.99,0.0,21.16,2023-06-05T10:05:00,2023-06-05T10:05:00,,
1393,655,1035,1,59.99,0.0,13.8,2023-06-05T10:05:00,2023-06-05T10:05:00,,
1394,656,4003,2,24.99,0.0,11.5,2023-11-05T10:22:00,2023-11-05T10:22:00,,
1395,656,3003,1,18.99,0.0,4.37,2023-11-05T10:22:00,2023-11-05T10:22:00,,
1396,657,2012,1,19.99,0.0,4.6,2023-11-12T21:26:00,2023-11-12T21:26:00,,
1397,658,1009,1,15.99,0.0,3.68,2024-02-11T17:47:00,2024-02-11T17:47:00,,
1398,658,1010,1,22.99,0.0,5.29,2024-02-11T17:47:00,2024-02-11T17:47:00,,
1399,658,1001,1,189.99,0.0,43.7,2024-02-11T17:47:00,2024-02-11T17:47:00,,
1400,658,2018,1,45.99,4.6,9.52,2024-02-11T17:47:00,2024-02-11T17:47:00,,
1401,658,3007,1,15.99,0.8,3.49,2024-02-11T17:47:00,2024-02-11T17:47:00,,
1402,659,2031,2,899.99,90.0,393.3,2023-05-08T23:17:00,2023-05-08T23:17:00,,
1403,659,1022,1,89.99,0.0,20.7,2023-05-08T23:17:00,2023-05-08T23:17:00,,
1404,660,5007,1,89.99,4.5,19.66,2023-06-28T15:48:00,2023-06-28T15:48:00,,
1405,660,4005,2,189.99,0.0,87.4,2023-06-28T15:48:00,2023-06-28T15:48:00,,
1406,660,1011,1,29.99,0.0,6.9,2023-06-28T15:48:00,2023-06-28T15:48:00,,
1407,660,2018,2,45.99,0.0,21.16,2023-06-28T15:48:00,2023-06-28T15:48:00,,
1408,661,2028,2,29.99,0.0,13.8,2023-09-10T17:45:00,2023-09-10T17:45:00,,
1409,662,1022,1,89.99,0.0,20.7,2024-02-20T09:40:00,2024-02-20T09:40:00,,
1410,662,2013,2,45.99,0.0,21.16,2024-02-20T09:40:00,2024-02-20T09:40:00,,
1411,662,1033,3,79.99,0.0,55.19,2024-02-20T09:40:00,2024-02-20T09:40:00,,
1412,663,1013,2,45.99,4.6,20.1,2023-10-26T13:37:00,2023-10-26T13:37:00,,
1413,663,1034,1,99.99,5.0,21.85,2023-10-26T13:37:00,2023-10-26T13:37:00,,
1414,663,1032,3,49.99,0.0,34.49,2023-10-26T13:37:00,2023-10-26T13:37:00,,
1415,664,2004,1,3.99,0.0,0.92,2024-03-01T16:07:00,2024-03-01T16:07:00,,
1416,664,1005,1,45.99,0.0,10.58,2024-03-01T16:07:00,2024-03-01T16:07:00,,
1417,665,5006,1,249.99,0.0,57.5,2023-12-29T21:01:00,2023-12-29T21:01:00,,
1418,665,1022,1,89.99,9.0,18.63,2023-12-29T21:01:00,2023-12-29T21:01:00,,
1419,665,1005,1,45.99,0.0,10.58,2023-12-29T21:01:00,2023-12-29T21:01:00,,
1420,665,5009,1,45.99,0.0,10.58,2023-12-29T21:01:00,2023-12-29T21:01:00,,
1421,665,1007,1,19.99,2.0,4.14,2023-12-29T21:01:00,2023-12-29T21:01:00,,
1422,666,2013,1,45.99,0.0,10.58,2023-05-18T09:55:00,2023-05-18T09:55:00,,
1423,666,5010,1,35.99,0.0,8.28,2023-05-18T09:55:00,2023-05-18T09:55:00,,
1424,666,3007,1,15.99,0.0,3.68,2023-05-18T09:55:00,2023-05-18T09:55:00,,
1425,667,1006,1,11.99,0.0,2.76,2023-02-16T09:38:00,2023-02-16T09:38:00,,
1426,667,1032,2,49.99,0.0,23.0,2023-02-16T09:38:00,2023-02-16T09:38:00,,
1427,668,2007,2,12.99,0.0,5.98,2023-09-05T12:59:00,2023-09-05T12:59:00,,
1428,669,2014,2,89.99,9.0,39.33,2023-10-14T17:47:00,2023-10-14T17:47:00,,
1429,669,1006,1,11.99,0.0,2.76,2023-10-14T17:47:00,2023-10-14T17:47:00,,
1430,669,2015,1,119.99,0.0,27.6,2023-10-14T17:47:00,2023-10-14T17:47:00,,
1431,670,2015,2,119.99,0.0,55.2,2023-04-18T20:29:00,2023-04-18T20:29:00,,
1432,670,3001,1,22.99,1.15,5.02,2023-04-18T20:29:00,2023-04-18T20:29:00,,
1433,670,1005,1,45.99,2.3,10.05,2023-04-18T20:29:00,2023-04-18T20:29:00,,
1434,671,4005,1,189.99,0.0,43.7,2023-04-08T18:21:00,2023-04-08T18:21:00,,
1435,671,1023,1,28.99,0.0,6.67,2023-04-08T18:21:00,2023-04-08T18:21:00,,
1436,672,2009,2,16.99,0.0,7.82,2023-04-04T20:52:00,2023-04-04T20:52:00,,
1437,672,1003,1,199.99,0.0,46.0,2023-04-04T20:52:00,2023-04-04T20:52:00,,
1438,673,1013,1,45.99,0.0,10.58,2023-05-02T15:19:00,2023-05-02T15:19:00,,
