order_id,customer_id,order_date,payment_method_id,session_id,order_status,subtotal_amount,discount_amount,tax_amount,shipping_amount,total_amount,created_at,updated_at,,
537,154,2023-09-19T16:36:00,4,599,completed,254.23,0.0,58.47,15.99,328.69,2023-09-19T16:36:00,2023-09-19T16:36:00,,
538,126,2024-02-27T21:16:00,4,1117,cancelled,461.53,0.0,106.15,25.99,593.67,2024-02-27T21:16:00,2024-02-27T21:16:00,,
539,40,2023-02-19T20:53:00,4,1481,completed,772.24,154.45,142.09,19.99,779.87,2023-02-19T20:53:00,2023-02-19T20:53:00,,
540,71,2023-10-31T22:10:00,4,244,completed,132.95,0.0,30.58,0,163.53,2023-10-31T22:10:00,2023-10-31T22:10:00,,
541,81,2023-10-13T16:23:00,1,949,completed,783.03,0.0,180.1,25.99,989.12,2023-10-13T16:23:00,2023-10-13T16:23:00,,
542,14,2024-04-23T14:40:00,2,1281,completed,595.05,0.0,136.86,25.99,757.9,2024-04-23T14:40:00,2024-04-23T14:40:00,,
543,150,2024-05-12T13:55:00,2,1871,cancelled,432.05,0.0,99.37,15.99,547.41,2024-05-12T13:55:00,2024-05-12T13:55:00,,
544,122,2023-08-19T19:07:00,1,3362,shipped,401.12,0.0,92.26,0,493.38,2023-08-19T19:07:00,2023-08-19T19:07:00,,
545,8,2023-03-30T10:10:00,4,2019,completed,622.53,0.0,143.18,0,765.71,2023-03-30T10:10:00,2023-03-30T10:10:00,,
546,104,2023-12-20T10:49:00,4,3091,completed,604.07,90.61,118.1,19.99,651.55,2023-12-20T10:49:00,2023-12-20T10:49:00,,
547,72,2024-02-11T19:30:00,1,296,processing,117.85,0.0,27.11,0,144.96,2024-02-11T19:30:00,2024-02-11T19:30:00,,
548,78,2023-05-14T12:54:00,1,155,completed,183.66,0.0,42.24,0,225.9,2023-05-14T12:54:00,2023-05-14T12:54:00,,
549,27,2024-03-18T21:24:00,7,2567,completed,272.34,54.47,50.11,25.99,293.97,2024-03-18T21:24:00,2024-03-18T21:24:00,,
550,107,2023-11-26T16:44:00,2,685,processing,566.83,0.0,130.37,25.99,723.19,2023-11-26T16:44:00,2023-11-26T16:44:00,,
551,136,2023-07-23T22:05:00,3,2393,completed,760.54,76.05,157.43,0,841.92,2023-07-23T22:05:00,2023-07-23T22:05:00,,
552,13,2023-11-22T08:25:00,4,1632,completed,432.66,43.27,89.56,25.99,504.94,2023-11-22T08:25:00,2023-11-22T08:25:00,,
553,174,2024-03-27T08:38:00,2,1141,completed,143.59,21.54,28.07,0,150.12,2024-03-27T08:38:00,2024-03-27T08:38:00,,
554,128,2023-12-18T21:43:00,1,926,completed,699.05,0.0,160.78,25.99,885.82,2023-12-18T21:43:00,2023-12-18T21:43:00,,
555,143,2024-04-14T09:40:00,2,2374,completed,691.1,0.0,158.95,25.99,876.04,2024-04-14T09:40:00,2024-04-14T09:40:00,,
556,167,2023-11-03T11:31:00,1,1677,completed,418.88,0.0,96.34,0,515.22,2023-11-03T11:31:00,2023-11-03T11:31:00,,
557,131,2023-11-12T15:54:00,6,2867,completed,374.64,37.46,77.55,25.99,440.72,2023-11-12T15:54:00,2023-11-12T15:54:00,,
558,174,2023-06-27T13:35:00,2,258,completed,424.69,84.94,78.14,25.99,443.88,2023-06-27T13:35:00,2023-06-27T13:35:00,,
559,1,2023-12-15T15:04:00,5,1821,shipped,499.42,0.0,114.87,19.99,634.28,2023-12-15T15:04:00,2023-12-15T15:04:00,,
560,196,2023-05-06T10:33:00,4,1014,shipped,667.97,0.0,153.63,0,821.6,2023-05-06T10:33:00,2023-05-06T10:33:00,,
561,36,2023-12-30T14:28:00,4,2062,processing,708.9,0.0,163.05,0,871.95,2023-12-30T14:28:00,2023-12-30T14:28:00,,
562,154,2023-06-30T16:00:00,3,559,shipped,725.86,145.17,133.56,15.99,730.24,2023-06-30T16:00:00,2023-06-30T16:00:00,,
563,128,2023-08-23T21:09:00,3,363,completed,442.21,22.11,96.62,0,516.72,2023-08-23T21:09:00,2023-08-23T21:09:00,,
564,101,2023-06-02T13:28:00,1,439,completed,108.77,21.75,20.01,15.99,123.02,2023-06-02T13:28:00,2023-06-02T13:28:00,,
565,199,2023-02-17T09:47:00,4,1056,completed,279.71,0.0,64.33,0,344.04,2023-02-17T09:47:00,2023-02-17T09:47:00,,
566,17,2023-08-24T18:08:00,4,719,completed,427.96,0.0,98.43,15.99,542.38,2023-08-24T18:08:00,2023-08-24T18:08:00,,
567,22,2023-10-12T08:50:00,3,2354,completed,755.72,0.0,173.82,0,929.54,2023-10-12T08:50:00,2023-10-12T08:50:00,,
568,110,2023-04-06T16:22:00,4,2972,completed,119.88,0.0,27.57,15.99,163.44,2023-04-06T16:22:00,2023-04-06T16:22:00,,
569,89,2023-09-14T11:49:00,3,735,shipped,472.3,70.84,92.34,25.99,519.79,2023-09-14T11:49:00,2023-09-14T11:49:00,,
570,86,2023-08-25T22:36:00,1,2131,processing,577.0,0.0,132.71,0,709.71,2023-08-25T22:36:00,2023-08-25T22:36:00,,
571,4,2024-04-29T10:33:00,3,1793,completed,160.03,24.0,31.29,19.99,187.31,2024-04-29T10:33:00,2024-04-29T10:33:00,,
572,15,2024-01-07T17:14:00,6,2320,completed,79.4,0.0,18.26,0,97.66,2024-01-07T17:14:00,2024-01-07T17:14:00,,
573,98,2024-01-31T21:15:00,5,2965,shipped,287.51,28.75,59.51,0,318.27,2024-01-31T21:15:00,2024-01-31T21:15:00,,
574,7,2023-07-29T09:48:00,4,1093,cancelled,596.79,29.84,130.4,25.99,723.34,2023-07-29T09:48:00,2023-07-29T09:48:00,,
575,139,2023-05-23T17:09:00,4,2866,completed,222.33,33.35,43.47,15.99,248.44,2023-05-23T17:09:00,2023-05-23T17:09:00,,
576,22,2024-04-06T11:30:00,6,1958,completed,528.25,0.0,121.5,25.99,675.74,2024-04-06T11:30:00,2024-04-06T11:30:00,,
577,86,2023-06-21T20:27:00,6,1946,shipped,224.14,0.0,51.55,0,275.69,2023-06-21T20:27:00,2023-06-21T20:27:00,,
578,41,2024-05-10T20:17:00,7,3187,completed,741.48,148.3,136.43,0,729.61,2024-05-10T20:17:00,2024-05-10T20:17:00,,
579,37,2024-01-24T22:47:00,4,1643,completed,122.85,18.43,24.02,0,128.44,2024-01-24T22:47:00,2024-01-24T22:47:00,,
580,22,2023-12-12T16:18:00,1,950,completed,763.49,0.0,175.6,0,939.09,2023-12-12T16:18:00,2023-12-12T16:18:00,,
581,126,2023-05-02T13:11:00,2,2876,completed,509.83,50.98,105.54,0,564.39,2023-05-02T13:11:00,2023-05-02T13:11:00,,
582,175,2024-02-09T09:12:00,6,380,completed,616.27,92.44,120.48,19.99,664.3,2024-02-09T09:12:00,2024-02-09T09:12:00,,
583,120,2023-11-12T12:24:00,2,3179,completed,565.69,0.0,130.11,0,695.8,2023-11-12T12:24:00,2023-11-12T12:24:00,,
584,9,2023-06-23T15:41:00,2,1325,completed,93.46,0.0,21.5,19.99,134.95,2023-06-23T15:41:00,2023-06-23T15:41:00,,
585,39,2023-07-07T17:59:00,1,16,completed,240.7,0.0,55.36,25.99,322.05,2023-07-07T17:59:00,2023-07-07T17:59:00,,
586,127,2023-06-29T17:46:00,2,1218,completed,114.87,5.74,25.1,25.99,160.22,2023-06-29T17:46:00,2023-06-29T17:46:00,,
587,58,2023-07-21T14:05:00,4,1817,completed,105.27,0.0,24.21,0,129.48,2023-07-21T14:05:00,2023-07-21T14:05:00,,
588,195,2023-08-04T17:24:00,4,1651,shipped,639.23,0.0,147.02,0,786.25,2023-08-04T17:24:00,2023-08-04T17:24:00,,
589,141,2024-04-27T22:25:00,1,1521,completed,213.23,42.65,39.23,25.99,235.8,2024-04-27T22:25:00,2024-04-27T22:25:00,,
590,8,2023-03-15T11:49:00,6,2391,completed,326.54,0.0,75.1,0,401.64,2023-03-15T11:49:00,2023-03-15T11:49:00,,
591,48,2023-12-17T17:57:00,1,2962,completed,677.18,0.0,155.75,0,832.93,2023-12-17T17:57:00,2023-12-17T17:57:00,,
592,50,2023-12-07T20:56:00,6,2809,completed,596.47,29.82,130.33,25.99,722.97,2023-12-07T20:56:00,2023-12-07T20:56:00,,
593,47,2023-08-23T22:38:00,2,2722,completed,181.14,0.0,41.66,0,222.8,2023-08-23T22:38:00,2023-08-23T22:38:00,,
594,90,2024-04-13T20:32:00,6,3279,completed,507.53,50.75,105.06,0,561.84,2024-04-13T20:32:00,2024-04-13T20:32:00,,
595,116,2023-04-23T19:01:00,1,2001,completed,395.93,0.0,91.06,19.99,506.98,2023-04-23T19:01:00,2023-04-23T19:01:00,,
596,106,2023-08-14T22:00:00,4,357,completed,746.68,74.67,154.56,0,826.57,2023-08-14T22:00:00,2023-08-14T22:00:00,,
597,105,2023-05-05T22:30:00,2,1544,cancelled,261.08,52.22,48.04,19.99,276.89,2023-05-05T22:30:00,2023-05-05T22:30:00,,
598,27,2023-12-07T11:18:00,7,201,completed,479.1,0.0,110.19,0,589.29,2023-12-07T11:18:00,2023-12-07T11:18:00,,
599,199,2024-01-21T20:42:00,1,2070,completed,127.63,19.14,24.95,15.99,149.43,2024-01-21T20:42:00,2024-01-21T20:42:00,,
600,47,2023-06-29T11:52:00,4,717,completed,453.81,0.0,104.38,0,558.19,2023-06-29T11:52:00,2023-06-29T11:52:00,,
601,42,2023-05-22T22:35:00,2,446,completed,605.71,0.0,139.31,0,745.02,2023-05-22T22:35:00,2023-05-22T22:35:00,,
602,139,2024-04-02T19:11:00,5,3067,completed,704.19,35.21,153.87,25.99,848.84,2024-04-02T19:11:00,2024-04-02T19:11:00,,
603,168,2024-04-16T14:50:00,5,837,cancelled,198.48,0.0,45.65,25.99,270.12,2024-04-16T14:50:00,2024-04-16T14:50:00,,
604,141,2024-02-06T15:01:00,3,797,completed,196.41,0.0,45.17,0,241.58,2024-02-06T15:01:00,2024-02-06T15:01:00,,
605,143,2024-05-09T13:00:00,4,2893,completed,510.94,0.0,117.52,0,628.46,2024-05-09T13:00:00,2024-05-09T13:00:00,,
606,185,2023-09-07T14:19:00,4,3152,completed,96.14,4.81,21.01,15.99,128.33,2023-09-07T14:19:00,2023-09-07T14:19:00,,
607,34,2023-06-12T12:51:00,4,2173,completed,730.59,0.0,168.04,0,898.63,2023-06-12T12:51:00,2023-06-12T12:51:00,,
608,21,2023-07-31T13:44:00,1,2102,shipped,357.11,17.86,78.03,0,417.28,2023-07-31T13:44:00,2023-07-31T13:44:00,,
609,154,2023-07-24T20:18:00,4,2273,completed,706.55,0.0,162.51,0,869.06,2023-07-24T20:18:00,2023-07-24T20:18:00,,
610,66,2023-04-21T17:25:00,2,971,completed,216.36,10.82,47.27,0,252.81,2023-04-21T17:25:00,2023-04-21T17:25:00,,
611,2,2023-09-19T11:34:00,1,2526,completed,757.25,37.86,165.46,0,884.85,2023-09-19T11:34:00,2023-09-19T11:34:00,,
612,145,2023-01-25T10:20:00,7,2064,shipped,188.42,0.0,43.34,15.99,247.75,2023-01-25T10:20:00,2023-01-25T10:20:00,,
613,83,2023-02-16T11:56:00,4,660,completed,282.41,42.36,55.21,15.99,311.25,2023-02-16T11:56:00,2023-02-16T11:56:00,,
614,149,2023-07-30T16:01:00,7,3175,completed,758.71,0.0,174.5,15.99,949.2,2023-07-30T16:01:00,2023-07-30T16:01:00,,
615,179,2023-10-03T23:08:00,1,2750,processing,132.51,0.0,30.48,0,162.99,2023-10-03T23:08:00,2023-10-03T23:08:00,,
616,88,2024-01-06T14:50:00,2,550,completed,565.76,84.86,110.61,15.99,607.5,2024-01-06T14:50:00,2024-01-06T14:50:00,,
617,19,2024-02-05T17:51:00,1,1209,completed,666.8,0.0,153.36,25.99,846.15,2024-02-05T17:51:00,2024-02-05T17:51:00,,
618,7,2023-07-27T20:07:00,1,239,completed,473.45,71.02,92.56,19.99,514.98,2023-07-27T20:07:00,2023-07-27T20:07:00,,
619,12,2023-03-21T20:34:00,7,585,completed,216.94,43.39,39.92,0,213.47,2023-03-21T20:34:00,2023-03-21T20:34:00,,
620,117,2023-05-09T19:20:00,3,397,completed,651.22,0.0,149.78,25.99,826.99,2023-05-09T19:20:00,2023-05-09T19:20:00,,
621,47,2023-02-22T10:20:00,4,2763,completed,393.99,19.7,86.09,0,460.38,2023-02-22T10:20:00,2023-02-22T10:20:00,,
622,115,2023-08-14T12:13:00,4,2548,completed,543.98,108.8,100.09,25.99,561.26,2023-08-14T12:13:00,2023-08-14T12:13:00,,
623,198,2024-02-24T19:05:00,2,667,completed,393.6,78.72,72.42,0,387.3,2024-02-24T19:05:00,2024-02-24T19:05:00,,
624,153,2023-11-20T20:09:00,5,311,completed,728.91,109.34,142.5,0,762.07,2023-11-20T20:09:00,2023-11-20T20:09:00,,
625,128,2023-01-27T21:49:00,1,1859,completed,590.39,0.0,135.79,0,726.18,2023-01-27T21:49:00,2023-01-27T21:49:00,,
626,59,2023-09-05T15:13:00,7,2627,completed,268.21,13.41,58.6,25.99,339.39,2023-09-05T15:13:00,2023-09-05T15:13:00,,
627,83,2024-03-24T19:01:00,7,2989,completed,76.76,0.0,17.65,19.99,114.4,2024-03-24T19:01:00,2024-03-24T19:01:00,,
628,20,2023-10-08T23:14:00,4,504,completed,132.57,0.0,30.49,15.99,179.05,2023-10-08T23:14:00,2023-10-08T23:14:00,,
629,74,2023-07-24T14:58:00,1,780,completed,313.42,47.01,61.27,15.99,343.67,2023-07-24T14:58:00,2023-07-24T14:58:00,,
630,38,2023-08-10T13:24:00,6,2473,completed,260.66,52.13,47.96,0,256.49,2023-08-10T13:24:00,2023-08-10T13:24:00,,
631,24,2023-07-13T23:16:00,4,787,processing,69.57,10.44,13.6,0,72.73,2023-07-13T23:16:00,2023-07-13T23:16:00,,
632,55,2024-02-17T21:19:00,5,844,completed,278.48,0.0,64.05,0,342.53,2024-02-17T21:19:00,2024-02-17T21:19:00,,
633,185,2024-02-23T16:31:00,4,2269,completed,391.12,19.56,85.46,25.99,483.01,2024-02-23T16:31:00,2024-02-23T16:31:00,,
634,145,2023-03-06T17:59:00,7,143,completed,504.27,25.21,110.18,19.99,609.23,2023-03-06T17:59:00,2023-03-06T17:59:00,,
635,89,2024-03-18T23:22:00,2,954,shipped,357.41,0.0,82.2,15.99,455.6,2024-03-18T23:22:00,2024-03-18T23:22:00,,
636,175,2024-03-01T21:06:00,2,461,shipped,230.66,0.0,53.05,0,283.71,2024-03-01T21:06:00,2024-03-01T21:06:00,,
637,185,2023-07-29T09:18:00,1,2504,completed,437.67,43.77,90.6,0,484.5,2023-07-29T09:18:00,2023-07-29T09:18:00,,
638,186,2023-02-08T16:19:00,2,2435,shipped,345.89,0.0,79.55,25.99,451.43,2023-02-08T16:19:00,2023-02-08T16:19:00,,
639,45,2023-08-11T12:15:00,7,1229,completed,450.87,22.54,98.52,0,526.85,2023-08-11T12:15:00,2023-08-11T12:15:00,,
640,45,2023-08-11T12:33:00,2,2404,completed,147.15,0.0,33.84,19.99,200.98,2023-08-11T12:33:00,2023-08-11T12:33:00,,
641,119,2023-11-25T19:54:00,1,801,processing,497.52,0.0,114.43,0,611.95,2023-11-25T19:54:00,2023-11-25T19:54:00,,
642,29,2024-02-25T21:11:00,5,115,completed,611.84,0.0,140.72,19.99,772.55,2024-02-25T21:11:00,2024-02-25T21:11:00,,
643,19,2024-02-10T10:03:00,2,610,completed,85.46,17.09,15.73,0,84.1,2024-02-10T10:03:00,2024-02-10T10:03:00,,
644,167,2023-11-17T14:48:00,4,2156,completed,751.15,112.67,146.85,0,785.33,2023-11-17T14:48:00,2023-11-17T14:48:00,,
645,174,2023-12-09T18:03:00,4,413,completed,280.76,0.0,64.57,0,345.33,2023-12-09T18:03:00,2023-12-09T18:03:00,,
646,43,2024-02-04T16:34:00,4,1990,processing,686.23,34.31,149.94,25.99,827.85,2024-02-04T16:34:00,2024-02-04T16:34:00,,
647,28,2023-11-19T19:00:00,4,1691,cancelled,486.69,0.0,111.94,19.99,618.62,2023-11-19T19:00:00,2023-11-19T19:00:00,,
648,134,2023-08-11T14:57:00,5,1720,completed,534.56,106.91,98.36,15.99,542.0,2023-08-11T14:57:00,2023-08-11T14:57:00,,
649,141,2023-08-08T16:47:00,4,1160,shipped,227.74,45.55,41.9,19.99,244.08,2023-08-08T16:47:00,2023-08-08T16:47:00,,
650,168,2024-03-08T10:57:00,4,1004,completed,590.56,59.06,122.25,0,653.75,2024-03-08T10:57:00,2024-03-08T10:57:00,,
651,37,2023-04-15T18:48:00,4,507,cancelled,700.8,35.04,153.12,25.99,844.87,2023-04-15T18:48:00,2023-04-15T18:48:00,,
652,192,2023-05-18T14:34:00,7,3323,completed,568.43,0.0,130.74,15.99,715.16,2023-05-18T14:34:00,2023-05-18T14:34:00,,
653,40,2023-02-27T23:02:00,2,2976,shipped,462.64,46.26,95.77,0,512.15,2023-02-27T23:02:00,2023-02-27T23:02:00,,
654,92,2023-09-11T10:29:00,2,2719,completed,494.88,49.49,102.44,19.99,567.82,2023-09-11T10:29:00,2023-09-11T10:29:00,,
655,135,2023-06-05T10:05:00,1,126,completed,666.63,0.0,153.32,15.99,835.94,2023-06-05T10:05:00,2023-06-05T10:05:00,,
656,36,2023-11-05T10:22:00,4,2689,completed,796.66,0.0,183.23,15.99,995.88,2023-11-05T10:22:00,2023-11-05T10:22:00,,
657,61,2023-11-12T21:26:00,3,2985,cancelled,528.64,0.0,121.59,0,650.23,2023-11-12T21:26:00,2023-11-12T21:26:00,,
658,82,2024-02-11T17:47:00,1,1736,completed,242.2,48.44,44.56,0,238.32,2024-02-11T17:47:00,2024-02-11T17:47:00,,
659,90,2023-05-08T23:17:00,1,2123,completed,627.98,0.0,144.44,0,772.42,2023-05-08T23:17:00,2023-05-08T23:17:00,,
660,71,2023-06-28T15:48:00,4,1258,completed,136.28,20.44,26.64,0,142.48,2023-06-28T15:48:00,2023-06-28T15:48:00,,
661,177,2023-09-10T17:45:00,5,1963,completed,329.59,32.96,68.22,0,364.85,2023-09-10T17:45:00,2023-09-10T17:45:00,,
662,122,2024-02-20T09:40:00,2,2396,shipped,583.11,29.16,127.41,0,681.36,2024-02-20T09:40:00,2024-02-20T09:40:00,,
663,65,2023-10-26T13:37:00,2,44,completed,280.67,42.1,54.87,0,293.44,2023-10-26T13:37:00,2023-10-26T13:37:00,,
664,199,2024-03-01T16:07:00,4,617,completed,766.33,0.0,176.26,15.99,958.58,2024-03-01T16:07:00,2024-03-01T16:07:00,,
665,85,2023-12-29T21:01:00,1,537,completed,134.65,0.0,30.97,0,165.62,2023-12-29T21:01:00,2023-12-29T21:01:00,,
666,56,2023-05-18T09:55:00,7,2136,completed,237.54,35.63,46.44,0,248.35,2023-05-18T09:55:00,2023-05-18T09:55:00,,
667,163,2023-02-16T09:38:00,2,1730,completed,246.72,0.0,56.75,25.99,329.46,2023-02-16T09:38:00,2023-02-16T09:38:00,,
668,98,2023-09-05T12:59:00,4,757,cancelled,220.2,11.01,48.11,15.99,273.29,2023-09-05T12:59:00,2023-09-05T12:59:00,,
669,99,2023-10-14T17:47:00,2,668,completed,578.99,0.0,133.17,0,712.16,2023-10-14T17:47:00,2023-10-14T17:47:00,,
670,5,2023-04-18T20:29:00,7,693,completed,780.43,156.09,143.6,15.99,783.93,2023-04-18T20:29:00,2023-04-18T20:29:00,,
671,144,2023-04-08T18:21:00,1,3353,processing,221.76,22.18,45.9,25.99,271.47,2023-04-08T18:21:00,2023-04-08T18:21:00,,
672,180,2023-04-04T20:52:00,2,1570,processing,364.13,0.0,83.75,15.99,463.87,2023-04-04T20:52:00,2023-04-04T20:52:00,,
673,153,2023-05-02T15:19:00,4,3022,processing,111.9,5.6,24.45,15.99,146.74,2023-05-02T15:19:00,2023-05-02T15:19:00,,
674,83,2024-02-23T12:10:00,6,2281,shipped,205.4,20.54,42.52,0,227.38,2024-02-23T12:10:00,2024-02-23T12:10:00,,
675,90,2023-05-10T18:59:00,6,1600,processing,237.46,0.0,54.62,15.99,308.07,2023-05-10T18:59:00,2023-05-10T18:59:00,,
676,137,2023-11-10T21:23:00,7,1679,completed,584.62,0.0,134.46,19.99,739.07,2023-11-10T21:23:00,2023-11-10T21:23:00,,
677,78,2023-03-24T20:59:00,3,1252,completed,521.69,0.0,119.99,15.99,657.67,2023-03-24T20:59:00,2023-03-24T20:59:00,,
678,133,2023-07-11T16:16:00,2,146,processing,658.11,32.91,143.8,0,769.0,2023-07-11T16:16:00,2023-07-11T16:16:00,,
679,176,2023-08-03T12:49:00,1,3374,cancelled,781.75,156.35,143.84,19.99,789.23,2023-08-03T12:49:00,2023-08-03T12:49:00,,
680,31,2023-11-22T14:18:00,5,2861,completed,244.41,0.0,56.21,0,300.62,2023-11-22T14:18:00,2023-11-22T14:18:00,,
681,2,2023-05-29T20:48:00,4,1029,completed,364.04,0.0,83.73,0,447.77,2023-05-29T20:48:00,2023-05-29T20:48:00,,
682,153,2023-01-27T11:57:00,2,232,cancelled,508.28,50.83,105.21,0,562.66,2023-01-27T11:57:00,2023-01-27T11:57:00,,
683,111,2023-09-27T09:03:00,1,95,completed,683.87,68.39,141.56,0,757.04,2023-09-27T09:03:00,2023-09-27T09:03:00,,
684,54,2023-03-18T18:05:00,1,2318,completed,297.01,0.0,68.31,15.99,381.31,2023-03-18T18:05:00,2023-03-18T18:05:00,,
685,179,2023-12-14T12:04:00,6,1142,completed,619.6,0.0,142.51,0,762.11,2023-12-14T12:04:00,2023-12-14T12:04:00,,
686,53,2023-04-29T20:47:00,2,3360,shipped,589.64,88.45,115.27,25.99,642.45,2023-04-29T20:47:00,2023-04-29T20:47:00,,
687,173,2023-08-10T08:50:00,2,2298,completed,702.93,0.0,161.67,0,864.6,2023-08-10T08:50:00,2023-08-10T08:50:00,,
688,161,2023-08-15T12:42:00,6,2843,completed,561.57,112.31,103.33,25.99,578.58,2023-08-15T12:42:00,2023-08-15T12:42:00,,
689,177,2023-03-22T17:48:00,4,2376,shipped,675.69,0.0,155.41,0,831.1,2023-03-22T17:48:00,2023-03-22T17:48:00,,
690,30,2023-07-12T16:09:00,4,2055,processing,557.76,0.0,128.28,25.99,712.03,2023-07-12T16:09:00,2023-07-12T16:09:00,,
691,98,2023-03-22T10:05:00,3,3429,completed,320.78,0.0,73.78,15.99,410.55,2023-03-22T10:05:00,2023-03-22T10:05:00,,
692,174,2024-04-25T12:50:00,1,770,completed,312.56,46.88,61.11,25.99,352.78,2024-04-25T12:50:00,2024-04-25T12:50:00,,
693,36,2023-08-18T12:23:00,3,2782,completed,156.74,23.51,30.64,25.99,189.86,2023-08-18T12:23:00,2023-08-18T12:23:00,,
694,176,2023-06-12T17:48:00,3,1402,processing,157.8,0.0,36.29,19.99,214.08,2023-06-12T17:48:00,2023-06-12T17:48:00,,
695,119,2023-03-19T15:32:00,2,3491,completed,721.02,36.05,157.54,25.99,868.5,2023-03-19T15:32:00,2023-03-19T15:32:00,,
696,164,2024-03-06T14:13:00,4,1462,processing,723.04,0.0,166.3,0,889.34,2024-03-06T14:13:00,2024-03-06T14:13:00,,
697,98,2023-03-28T21:11:00,6,707,completed,349.79,34.98,72.41,15.99,403.21,2023-03-28T21:11:00,2023-03-28T21:11:00,,
698,101,2023-05-17T12:44:00,5,745,completed,723.57,0.0,166.42,0,889.99,2023-05-17T12:44:00,2023-05-17T12:44:00,,
699,97,2023-04-30T14:00:00,2,1112,processing,129.96,6.5,28.4,15.99,167.85,2023-04-30T14:00:00,2023-04-30T14:00:00,,
700,129,2023-09-13T14:09:00,1,1619,shipped,665.65,0.0,153.1,0,818.75,2023-09-13T14:09:00,2023-09-13T14:09:00,,
701,57,2023-07-08T14:04:00,2,1704,completed,505.8,101.16,93.07,0,497.71,2023-07-08T14:04:00,2023-07-08T14:04:00,,
702,132,2024-02-09T11:59:00,4,3380,completed,503.37,75.51,98.41,0,526.27,2024-02-09T11:59:00,2024-02-09T11:59:00,,
703,121,2024-02-18T08:46:00,5,2330,completed,325.2,65.04,59.84,19.99,339.99,2024-02-18T08:46:00,2024-02-18T08:46:00,,
704,140,2024-01-05T11:20:00,1,45,processing,67.34,6.73,13.94,0,74.55,2024-01-05T11:20:00,2024-01-05T11:20:00,,
705,32,2023-09-17T17:55:00,6,503,cancelled,329.1,16.46,71.91,19.99,404.54,2023-09-17T17:55:00,2023-09-17T17:55:00,,
706,160,2024-02-12T20:00:00,3,1769,shipped,635.18,31.76,138.79,25.99,768.2,2024-02-12T20:00:00,2024-02-12T20:00:00,,
707,68,2023-03-11T14:36:00,7,188,completed,632.95,0.0,145.58,0,778.53,2023-03-11T14:36:00,2023-03-11T14:36:00,,
708,95,2023-07-09T14:13:00,3,291,processing,198.4,0.0,45.63,0,244.03,2023-07-09T14:13:00,2023-07-09T14:13:00,,
709,68,2023-02-13T15:34:00,1,3173,completed,316.68,0.0,72.84,19.99,409.51,2023-02-13T15:34:00,2023-02-13T15:34:00,,
710,111,2023-02-08T18:10:00,6,3409,completed,661.23,66.12,136.88,25.99,757.98,2023-02-08T18:10:00,2023-02-08T18:10:00,,
711,63,2023-11-24T11:08:00,4,1335,shipped,434.42,43.44,89.93,19.99,500.9,2023-11-24T11:08:00,2023-11-24T11:08:00,,
712,5,2023-12-16T16:56:00,2,2930,processing,191.25,0.0,43.99,25.99,261.23,2023-12-16T16:56:00,2023-12-16T16:56:00,,
713,143,2023-06-13T12:59:00,4,596,shipped,135.87,6.79,29.69,25.99,184.76,2023-06-13T12:59:00,2023-06-13T12:59:00,,
714,106,2023-08-02T19:15:00,2,927,cancelled,579.61,57.96,119.98,0,641.63,2023-08-02T19:15:00,2023-08-02T19:15:00,,
715,135,2024-01-03T15:16:00,4,2539,completed,547.92,0.0,126.02,0,673.94,2024-01-03T15:16:00,2024-01-03T15:16:00,,
716,24,2023-09-06T08:33:00,1,2304,cancelled,769.45,0.0,176.97,25.99,972.41,2023-09-06T08:33:00,2023-09-06T08:33:00,,
717,9,2023-04-30T16:54:00,5,2936,completed,196.09,0.0,45.1,0,241.19,2023-04-30T16:54:00,2023-04-30T16:54:00,,
718,143,2023-05-23T13:49:00,2,2260,completed,574.64,86.2,112.34,0,600.78,2023-05-23T13:49:00,2023-05-23T13:49:00,,
719,143,2023-02-10T18:15:00,1,1017,completed,106.62,0.0,24.52,0,131.14,2023-02-10T18:15:00,2023-02-10T18:15:00,,
720,38,2023-03-07T11:04:00,1,326,shipped,249.53,0.0,57.39,0,306.92,2023-03-07T11:04:00,2023-03-07T11:04:00,,
721,109,2023-08-15T20:30:00,4,1031,completed,303.49,0.0,69.8,0,373.29,2023-08-15T20:30:00,2023-08-15T20:30:00,,
722,53,2023-04-24T12:13:00,4,2802,cancelled,721.61,0.0,165.97,19.99,907.57,2023-04-24T12:13:00,2023-04-24T12:13:00,,
723,16,2023-12-16T16:00:00,5,2043,completed,719.27,0.0,165.43,15.99,900.69,2023-12-16T16:00:00,2023-12-16T16:00:00,,
724,45,2023-04-10T19:41:00,1,3018,cancelled,257.94,0.0,59.33,0,317.27,2023-04-10T19:41:00,2023-04-10T19:41:00,,
725,2,2023-11-09T18:46:00,5,491,completed,528.15,0.0,121.47,25.99,675.61,2023-11-09T18:46:00,2023-11-09T18:46:00,,
726,97,2023-05-10T08:43:00,2,2380,completed,506.67,76.0,99.05,19.99,549.71,2023-05-10T08:43:00,2023-05-10T08:43:00,,
727,179,2023-12-26T10:23:00,1,749,completed,125.2,12.52,25.92,0,138.6,2023-12-26T10:23:00,2023-12-26T10:23:00,,
728,145,2023-10-19T15:15:00,7,2075,completed,753.24,112.99,147.26,15.99,803.5,2023-10-19T15:15:00,2023-10-19T15:15:00,,
729,59,2024-04-20T09:14:00,3,1559,completed,428.88,0.0,98.64,0,527.52,2024-04-20T09:14:00,2024-04-20T09:14:00,,
