website_pageview_id,created_at,website_session_id,pageview_url,,
2766,2023-09-21T10:29:38,392,/produkt/5010,,
2767,2023-09-21T10:30:51,392,/koszyk,,
2768,2023-09-21T10:33:15,392,/dostawa,,
2769,2023-09-21T10:36:10,392,/platnosc,,
2770,2023-09-21T10:37:57,392,/potwierdzenie,,
2771,2023-10-08T09:11:00,393,/,,
2772,2023-10-08T09:11:51,393,/kategoria/ptaki,,
2773,2023-10-08T09:13:29,393,/produkt/5004,,
2774,2023-10-08T09:14:38,393,/produkt/2002,,
2775,2023-10-08T09:16:22,393,/koszyk,,
2776,2023-10-08T09:18:43,393,/dostawa,,
2777,2023-10-08T09:21:57,393,/platnosc,,
2778,2023-10-08T09:23:50,393,/potwierdzenie,,
2779,2024-01-10T09:29:00,394,/,,
2780,2024-01-10T09:29:33,394,/kategoria/koty/karma,,
2781,2024-01-10T09:31:20,394,/produkt/4002,,
2782,2024-01-10T09:33:29,394,/produkt/1020,,
2783,2024-01-10T09:35:33,394,/koszyk,,
2784,2024-01-10T09:38:00,394,/dostawa,,
2785,2024-01-10T09:39:27,394,/platnosc,,
2786,2024-01-10T09:41:15,394,/potwierdzenie,,
2787,2023-08-10T08:42:00,395,/,,
2788,2023-08-10T08:42:23,395,/kategoria/gryzonie,,
2789,2023-08-10T08:44:29,395,/produkt/2012,,
2790,2023-08-10T08:46:43,395,/produkt/1004,,
2791,2023-08-10T08:45:45,395,/produkt/2004,,
2792,2023-08-10T08:47:33,395,/koszyk,,
2793,2023-08-10T08:50:25,395,/dostawa,,
2794,2023-08-10T08:52:51,395,/platnosc,,
2795,2023-08-10T08:54:11,395,/potwierdzenie,,
2796,2023-12-10T08:01:00,396,/,,
2797,2023-12-10T08:01:30,396,/kategoria/psy/karma,,
2798,2023-12-10T08:02:55,396,/kategoria/koty/zabawki,,
2799,2023-05-09T18:56:00,397,/,,
2800,2023-05-09T18:56:11,397,/kategoria/koty,,
2801,2023-05-09T18:58:16,397,/produkt/2028,,
2802,2023-05-09T19:00:10,397,/produkt/2024,,
2803,2023-05-09T19:00:08,397,/produkt/3002,,
2804,2023-05-09T19:02:23,397,/koszyk,,
2805,2023-05-09T19:04:58,397,/dostawa,,
2806,2023-05-09T19:06:50,397,/platnosc,,
2807,2023-05-09T19:08:45,397,/potwierdzenie,,
2808,2024-04-07T10:39:00,398,/,,
2809,2024-04-07T10:40:09,398,/kategoria/koty,,
2810,2024-02-26T13:47:00,399,/,,
2811,2024-02-26T13:47:28,399,/kategoria/psy/zabawki,,
2812,2024-02-26T13:49:12,399,/produkt/3002,,
2813,2024-02-26T13:51:47,399,/produkt/2018,,
2814,2024-02-26T13:51:30,399,/produkt/2022,,
2815,2024-02-26T13:53:19,399,/koszyk,,
2816,2024-02-26T13:54:45,399,/dostawa,,
2817,2024-02-26T13:57:48,399,/platnosc,,
2818,2024-02-26T13:59:14,399,/potwierdzenie,,
2819,2024-05-02T09:35:00,400,/,,
2820,2024-05-02T09:35:37,400,/kategoria/ryby-i-akwaria,,
2821,2024-05-02T09:37:21,400,/produkt/4007,,
2822,2024-05-02T09:38:47,400,/produkt/2030,,
2823,2024-05-02T09:41:14,400,/koszyk,,
2824,2024-05-02T09:43:37,400,/dostawa,,
2825,2024-05-02T09:45:22,400,/platnosc,,
2826,2024-05-02T09:47:53,400,/potwierdzenie,,
2827,2024-01-16T10:12:00,401,/,,
2828,2024-01-16T10:12:59,401,/kategoria/koty,,
2829,2024-01-16T10:14:53,401,/produkt/3005,,
2830,2024-01-16T10:16:46,401,/produkt/4007,,
2831,2024-01-16T10:15:59,401,/produkt/1008,,
2832,2024-01-16T10:18:43,401,/koszyk,,
2833,2024-01-16T10:19:33,401,/dostawa,,
2834,2024-01-16T10:22:32,401,/platnosc,,
2835,2024-01-16T10:24:52,401,/potwierdzenie,,
2836,2023-06-07T11:57:00,402,/,,
2837,2023-06-07T11:57:46,402,/kategoria/ptaki,,
2838,2023-06-07T11:59:55,402,/produkt/2002,,
2839,2023-06-07T12:01:21,402,/produkt/2030,,
2840,2023-06-07T12:01:37,402,/produkt/4003,,
2841,2023-06-07T12:03:21,402,/koszyk,,
2842,2023-06-07T12:05:18,402,/dostawa,,
2843,2023-06-07T12:07:57,402,/platnosc,,
2844,2023-06-07T12:09:26,402,/potwierdzenie,,
2845,2023-07-16T08:05:00,403,/,,
2846,2023-07-16T08:06:28,403,/kategoria/koty/karma,,
2847,2024-03-04T09:43:00,404,/,,
2848,2024-03-04T09:43:47,404,/kategoria/gryzonie,,
2849,2024-03-04T09:45:34,404,/produkt/1013,,
2850,2024-03-04T09:47:34,404,/produkt/2013,,
2851,2024-03-04T09:48:29,404,/koszyk,,
2852,2024-03-04T09:50:59,404,/dostawa,,
2853,2024-03-04T09:53:10,404,/platnosc,,
2854,2024-03-04T09:55:40,404,/potwierdzenie,,
2855,2024-03-26T14:40:00,405,/,,
2856,2024-03-26T14:40:54,405,/kategoria/psy/karma,,
2857,2024-03-26T14:41:23,405,/produkt/2027,,
2858,2024-03-26T14:44:55,405,/produkt/2015,,
2859,2024-03-26T14:46:32,405,/koszyk,,
2860,2024-03-26T14:48:02,405,/dostawa,,
2861,2024-03-26T14:50:12,405,/platnosc,,
2862,2024-03-26T14:52:30,405,/potwierdzenie,,
2863,2024-03-04T11:39:00,406,/,,
2864,2024-03-04T11:39:59,406,/kategoria/psy,,
2865,2024-03-04T11:40:32,406,/produkt/1029,,
2866,2024-03-04T11:43:56,406,/produkt/1026,,
2867,2024-03-04T11:44:56,406,/koszyk,,
2868,2024-03-04T11:48:07,406,/dostawa,,
2869,2024-03-04T11:49:50,406,/platnosc,,
2870,2024-03-04T11:51:26,406,/potwierdzenie,,
2871,2023-11-11T16:14:00,407,/,,
2872,2023-11-11T16:14:56,407,/kategoria/koty/karma,,
2873,2023-11-11T16:16:03,407,/produkt/2014,,
2874,2023-11-11T16:17:45,407,/produkt/1032,,
2875,2023-11-11T16:19:36,407,/koszyk,,
2876,2023-11-11T16:22:01,407,/dostawa,,
2877,2023-11-11T16:24:12,407,/platnosc,,
2878,2023-11-11T16:26:12,407,/potwierdzenie,,
2879,2023-10-10T19:12:00,408,/,,
2880,2023-10-10T19:12:12,408,/kategoria/psy/karma,,
2881,2023-10-10T19:13:34,408,/produkt/3008,,
2882,2023-10-10T19:16:23,408,/produkt/1021,,
2883,2023-10-10T19:15:40,408,/produkt/2029,,
2884,2023-10-10T19:18:03,408,/koszyk,,
2885,2023-10-10T19:20:08,408,/dostawa,,
2886,2023-10-10T19:22:47,408,/platnosc,,
2887,2023-10-10T19:24:37,408,/potwierdzenie,,
2888,2024-01-09T11:27:00,409,/,,
2889,2024-01-09T11:28:55,409,/kategoria/psy/karma,,
2890,2024-01-09T11:29:19,409,/produkt/1030,,
2891,2024-01-09T11:30:42,409,/kategoria/gryzonie,,
2892,2023-09-28T22:48:00,410,/,,
2893,2023-09-28T22:48:58,410,/kategoria/ptaki,,
2894,2023-09-28T22:50:07,410,/produkt/3002,,
2895,2023-09-28T22:52:24,410,/produkt/1023,,
2896,2023-09-28T22:51:43,410,/produkt/1019,,
2897,2023-09-28T22:53:30,410,/koszyk,,
2898,2023-09-28T22:56:03,410,/dostawa,,
2899,2023-09-28T22:58:40,410,/platnosc,,
2900,2023-09-28T23:01:12,410,/potwierdzenie,,
2901,2023-06-22T18:40:00,411,/,,
2902,2023-06-22T18:40:34,411,/,,
2903,2023-06-22T18:42:16,411,/produkt/1012,,
2904,2023-06-22T18:45:00,411,/produkt/2013,,
2905,2023-06-22T18:46:37,411,/koszyk,,
2906,2023-06-22T18:48:56,411,/dostawa,,
2907,2023-06-22T18:49:40,411,/platnosc,,
2908,2023-06-22T18:52:27,411,/potwierdzenie,,
2909,2023-04-23T21:24:00,412,/,,
2910,2023-04-23T21:25:00,412,/kategoria/koty/zabawki,,
2911,2023-04-23T21:26:28,412,/produkt/1004,,
2912,2023-04-23T21:28:33,412,/produkt/3001,,
2913,2023-04-23T21:27:23,412,/produkt/1010,,
2914,2023-04-23T21:30:49,412,/koszyk,,
2915,2023-04-23T21:32:58,412,/dostawa,,
2916,2023-04-23T21:33:42,412,/platnosc,,
2917,2023-04-23T21:36:04,412,/potwierdzenie,,
2918,2023-12-09T17:32:00,413,/,,
2919,2023-12-09T17:32:22,413,/kategoria/ryby-i-akwaria,,
2920,2023-12-09T17:33:59,413,/produkt/5008,,
2921,2023-12-09T17:36:47,413,/produkt/2032,,
2922,2023-12-09T17:35:21,413,/produkt/2022,,
2923,2023-12-09T17:37:42,413,/koszyk,,
2924,2023-12-09T17:40:25,413,/dostawa,,
2925,2023-12-09T17:42:21,413,/platnosc,,
2926,2023-12-09T17:45:13,413,/potwierdzenie,,
2927,2024-04-06T12:32:00,414,/,,
2928,2024-04-06T12:33:56,414,/kategoria/psy/zabawki,,
2929,2024-04-06T12:32:59,414,/produkt/4002,,
2930,2024-03-15T19:43:00,415,/,,
2931,2024-03-15T19:44:28,415,/kategoria/gryzonie,,
2932,2024-03-15T19:44:50,415,/kategoria/koty,,
2933,2024-03-15T19:45:31,415,/produkt/3003,,
2934,2024-03-15T19:48:13,415,/kategoria/gryzonie,,
2935,2024-01-02T16:12:00,416,/,,
2936,2024-01-02T16:13:00,416,/kategoria/psy/karma,,
2937,2024-01-02T16:14:10,416,/produkt/1005,,
2938,2024-01-02T16:16:16,416,/produkt/2015,,
2939,2024-01-02T16:16:36,416,/produkt/5002,,
2940,2024-01-02T16:18:15,416,/koszyk,,
2941,2024-01-02T16:19:49,416,/dostawa,,
2942,2024-01-02T16:21:44,416,/platnosc,,
2943,2024-01-02T16:25:19,416,/potwierdzenie,,
2944,2024-01-13T14:00:00,417,/,,
2945,2024-01-13T14:00:33,417,/kategoria/gryzonie,,
2946,2024-01-13T14:02:49,417,/produkt/1021,,
2947,2024-01-13T14:03:40,417,/produkt/1004,,
2948,2024-01-13T14:06:57,417,/koszyk,,
2949,2024-01-13T14:08:32,417,/dostawa,,
2950,2024-01-13T14:10:56,417,/platnosc,,
2951,2024-01-13T14:12:19,417,/potwierdzenie,,
2952,2024-02-14T09:15:00,418,/,,
2953,2024-02-14T09:15:37,418,/kategoria/gryzonie,,
2954,2024-02-14T09:16:47,418,/produkt/1010,,
2955,2024-02-14T09:19:18,418,/produkt/2026,,
2956,2024-02-14T09:19:08,418,/produkt/2003,,
2957,2024-02-14T09:20:41,418,/koszyk,,
2958,2024-02-14T09:22:44,418,/dostawa,,
2959,2024-02-14T09:24:48,418,/platnosc,,
2960,2024-02-14T09:27:33,418,/potwierdzenie,,
2961,2023-07-19T15:32:00,419,/,,
2962,2023-07-19T15:32:54,419,/,,
2963,2023-07-19T15:34:12,419,/produkt/1013,,
2964,2023-07-19T15:36:50,419,/produkt/4008,,
2965,2023-07-19T15:35:41,419,/produkt/3006,,
2966,2023-07-19T15:37:30,419,/koszyk,,
2967,2023-07-19T15:40:59,419,/dostawa,,
2968,2023-07-19T15:43:15,419,/platnosc,,
2969,2023-07-19T15:44:53,419,/potwierdzenie,,
2970,2024-03-31T11:21:00,420,/,,
2971,2024-03-31T11:21:26,420,/,,
2972,2024-03-31T11:22:51,420,/produkt/2013,,
2973,2024-03-31T11:25:35,420,/produkt/2027,,
2974,2024-03-31T11:25:12,420,/produkt/1019,,
2975,2024-03-31T11:26:42,420,/koszyk,,
2976,2024-03-31T11:29:12,420,/dostawa,,
2977,2024-03-31T11:30:57,420,/platnosc,,
2978,2024-03-31T11:33:26,420,/potwierdzenie,,
2979,2023-04-25T08:55:00,421,/,,
2980,2023-04-25T08:55:43,421,/kategoria/psy/zabawki,,
2981,2023-05-09T18:46:00,422,/,,
2982,2023-05-09T18:46:29,422,/,,
2983,2023-05-09T18:47:26,422,/produkt/5004,,
2984,2023-05-09T18:50:57,422,/produkt/3003,,
2985,2023-05-09T18:51:32,422,/koszyk,,
2986,2023-05-09T18:55:09,422,/dostawa,,
2987,2023-05-09T18:56:51,422,/platnosc,,
2988,2023-05-09T18:58:01,422,/potwierdzenie,,
2989,2023-03-30T10:53:00,423,/,,
2990,2023-03-30T10:53:59,423,/kategoria/psy/zabawki,,
2991,2023-03-30T10:55:25,423,/produkt/1010,,
2992,2023-03-30T10:56:12,423,/,,
2993,2023-03-30T10:58:29,423,/produkt/5010,,
2994,2023-03-30T10:58:11,423,/kategoria/koty,,
2995,2023-03-30T11:00:17,423,/kategoria/psy/karma,,
2996,2024-01-13T13:49:00,424,/,,
2997,2024-01-13T13:49:21,424,/,,
2998,2024-01-13T13:51:48,424,/produkt/2027,,
2999,2024-01-13T13:52:56,424,/produkt/2007,,
3000,2024-01-13T13:54:45,424,/koszyk,,
3001,2024-01-13T13:56:30,424,/dostawa,,
3002,2024-01-13T13:59:12,424,/platnosc,,
3003,2024-01-13T14:01:45,424,/potwierdzenie,,
3004,2023-01-23T20:16:00,425,/,,
3005,2023-01-23T20:16:29,425,/kategoria/koty/zabawki,,
3006,2023-01-23T20:18:30,425,/produkt/1008,,
3007,2023-01-23T20:20:29,425,/produkt/5010,,
3008,2023-01-23T20:19:31,425,/produkt/3008,,
3009,2023-01-23T20:22:04,425,/koszyk,,
3010,2023-01-23T20:24:30,425,/dostawa,,
3011,2023-01-23T20:26:01,425,/platnosc,,
3012,2023-01-23T20:28:33,425,/potwierdzenie,,
3013,2023-10-17T08:10:00,426,/,,
3014,2023-10-17T08:10:12,426,/kategoria/koty/karma,,
3015,2023-10-17T08:12:05,426,/produkt/2007,,
3016,2023-10-17T08:14:38,426,/produkt/1022,,
3017,2023-10-17T08:15:54,426,/koszyk,,
3018,2023-10-17T08:18:50,426,/dostawa,,
3019,2023-10-17T08:20:03,426,/platnosc,,
3020,2023-10-17T08:22:42,426,/potwierdzenie,,
3021,2023-02-27T22:26:00,427,/,,
3022,2023-02-27T22:27:58,427,/,,
3023,2023-02-27T22:27:13,427,/kategoria/psy/zabawki,,
3024,2023-02-27T22:29:36,427,/kategoria/ryby-i-akwaria,,
3025,2023-02-27T22:31:19,427,/kategoria/psy,,
3026,2023-07-25T22:11:00,428,/,,
3027,2023-07-25T22:11:35,428,/kategoria/koty/karma,,
3028,2023-07-25T22:12:49,428,/produkt/1005,,
3029,2023-07-25T22:15:08,428,/produkt/1028,,
3030,2023-07-25T22:17:40,428,/koszyk,,
3031,2023-07-25T22:18:52,428,/dostawa,,
3032,2023-07-25T22:22:08,428,/platnosc,,
3033,2023-07-25T22:23:25,428,/potwierdzenie,,
3034,2023-05-28T10:30:00,429,/,,
3035,2023-05-28T10:30:16,429,/kategoria/gryzonie,,
3036,2023-05-28T10:32:12,429,/produkt/1025,,
3037,2023-05-28T10:34:40,429,/produkt/2027,,
3038,2023-05-28T10:34:37,429,/produkt/2021,,
3039,2023-05-28T10:36:07,429,/koszyk,,
3040,2023-05-28T10:37:31,429,/dostawa,,
3041,2023-05-28T10:39:56,429,/platnosc,,
3042,2023-05-28T10:42:55,429,/potwierdzenie,,
3043,2024-01-22T18:24:00,430,/,,
3044,2024-01-22T18:25:02,430,/kategoria/koty/zabawki,,
3045,2024-01-22T18:27:10,430,/produkt/1005,,
3046,2024-01-22T18:28:43,430,/kategoria/psy,,
3047,2024-02-19T19:30:00,431,/,,
3048,2024-02-19T19:31:56,431,/kategoria/ptaki,,
3049,2024-02-19T19:31:16,431,/produkt/1015,,
3050,2024-02-28T17:32:00,432,/,,
3051,2024-02-28T17:32:13,432,/kategoria/koty/zabawki,,
3052,2024-02-28T17:33:24,432,/produkt/2002,,
3053,2024-02-28T17:36:31,432,/produkt/1021,,
3054,2024-02-28T17:36:53,432,/produkt/1007,,
3055,2024-02-28T17:37:42,432,/koszyk,,
3056,2024-02-28T17:40:09,432,/dostawa,,
3057,2024-02-28T17:41:57,432,/platnosc,,
3058,2024-02-28T17:44:24,432,/potwierdzenie,,
3059,2023-03-18T22:02:00,433,/,,
3060,2023-03-18T22:02:38,433,/,,
3061,2023-03-18T22:04:51,433,/produkt/2031,,
3062,2023-03-18T22:06:23,433,/produkt/1001,,
3063,2023-03-18T22:06:12,433,/produkt/1002,,
3064,2023-03-18T22:08:28,433,/koszyk,,
3065,2023-03-18T22:10:30,433,/dostawa,,
3066,2023-03-18T22:12:43,433,/platnosc,,
3067,2023-03-18T22:14:19,433,/potwierdzenie,,
3068,2024-01-24T16:53:00,434,/,,
3069,2024-01-24T16:53:30,434,/kategoria/koty,,
3070,2024-01-24T16:54:04,434,/kategoria/ptaki,,
3071,2023-02-23T08:26:00,435,/,,
3072,2023-02-23T08:26:16,435,/kategoria/psy,,
3073,2023-02-23T08:28:38,435,/produkt/2031,,
3074,2023-02-23T08:30:50,435,/produkt/2021,,
3075,2023-02-23T08:31:48,435,/koszyk,,
3076,2023-02-23T08:34:26,435,/dostawa,,
3077,2023-02-23T08:36:27,435,/platnosc,,
3078,2023-02-23T08:38:06,435,/potwierdzenie,,
3079,2024-01-26T17:40:00,436,/,,
3080,2024-01-26T17:40:25,436,/kategoria/ryby-i-akwaria,,
3081,2024-01-26T17:42:09,436,/produkt/1003,,
3082,2024-01-26T17:44:33,436,/produkt/4008,,
3083,2024-01-26T17:46:14,436,/koszyk,,
3084,2024-01-26T17:48:25,436,/dostawa,,
3085,2024-01-26T17:50:43,436,/platnosc,,
3086,2024-01-26T17:52:50,436,/potwierdzenie,,
3087,2023-07-21T18:31:00,437,/,,
3088,2023-07-21T18:31:10,437,/kategoria/psy,,
3089,2023-07-21T18:32:41,437,/produkt/4005,,
3090,2023-07-21T18:35:25,437,/produkt/1020,,
3091,2023-07-21T18:35:38,437,/produkt/2013,,
3092,2023-07-21T18:37:22,437,/koszyk,,
3093,2023-07-21T18:39:43,437,/dostawa,,
3094,2023-07-21T18:41:50,437,/platnosc,,
3095,2023-07-21T18:44:16,437,/potwierdzenie,,
3096,2023-06-04T21:49:00,438,/,,
3097,2023-06-04T21:49:56,438,/kategoria/psy/karma,,
3098,2023-06-04T21:51:54,438,/produkt/5011,,
3099,2023-06-04T21:53:35,438,/produkt/1027,,
3100,2023-06-04T21:55:16,438,/koszyk,,
3101,2023-06-04T21:56:46,438,/dostawa,,
3102,2023-06-04T21:59:25,438,/platnosc,,
3103,2023-06-04T22:01:52,438,/potwierdzenie,,
3104,2023-06-02T12:48:00,439,/,,
3105,2023-06-02T12:48:14,439,/kategoria/ptaki,,
3106,2023-06-02T12:49:25,439,/produkt/1011,,
3107,2023-06-02T12:52:41,439,/produkt/1016,,
3108,2023-06-02T12:53:51,439,/koszyk,,
3109,2023-06-02T12:56:00,439,/dostawa,,
3110,2023-06-02T12:59:18,439,/platnosc,,
3111,2023-06-02T13:00:29,439,/potwierdzenie,,
3112,2023-03-14T19:11:00,440,/,,
3113,2023-03-14T19:11:46,440,/kategoria/psy/karma,,
3114,2023-03-14T19:12:35,440,/produkt/2007,,
3115,2023-03-14T19:14:45,440,/produkt/3001,,
3116,2023-03-14T19:17:03,440,/koszyk,,
3117,2023-03-14T19:20:07,440,/dostawa,,
3118,2023-03-14T19:22:11,440,/platnosc,,
3119,2023-03-14T19:23:32,440,/potwierdzenie,,
3120,2023-02-01T13:16:00,441,/,,
3121,2023-02-01T13:17:23,441,/kategoria/psy/karma,,
3122,2023-02-07T16:44:00,442,/,,
3123,2023-02-07T16:44:44,442,/kategoria/ryby-i-akwaria,,
3124,2023-02-07T16:45:49,442,/produkt/5008,,
3125,2023-02-07T16:48:50,442,/produkt/5003,,
3126,2023-02-07T16:49:43,442,/koszyk,,
3127,2023-02-07T16:52:38,442,/dostawa,,
3128,2023-02-07T16:54:53,442,/platnosc,,
3129,2023-02-07T16:56:46,442,/potwierdzenie,,
3130,2023-02-24T17:59:00,443,/,,
3131,2023-02-24T17:59:24,443,/kategoria/psy,,
3132,2023-02-24T18:00:51,443,/produkt/2031,,
3133,2023-02-24T18:03:43,443,/produkt/3005,,
3134,2023-02-24T18:02:32,443,/produkt/2002,,
3135,2023-02-24T18:05:28,443,/koszyk,,
3136,2023-02-24T18:07:47,443,/dostawa,,
3137,2023-02-24T18:10:13,443,/platnosc,,
3138,2023-02-24T18:12:10,443,/potwierdzenie,,
3139,2024-03-11T22:31:00,444,/,,
3140,2024-03-11T22:31:17,444,/kategoria/psy/karma,,
3141,2024-03-11T22:33:23,444,/produkt/2028,,
3142,2024-03-11T22:35:14,444,/produkt/2010,,
3143,2024-03-11T22:37:21,444,/koszyk,,
3144,2024-03-11T22:38:33,444,/dostawa,,
3145,2024-03-11T22:40:44,444,/platnosc,,
3146,2024-03-11T22:44:17,444,/potwierdzenie,,
3147,2024-02-11T18:46:00,445,/,,
3148,2024-02-11T18:47:18,445,/kategoria/ryby-i-akwaria,,
3149,2024-02-11T18:48:24,445,/kategoria/psy/zabawki,,
3150,2024-02-11T18:48:34,445,/kategoria/ryby-i-akwaria,,
3151,2023-05-22T22:22:00,446,/,,
3152,2023-05-22T22:22:11,446,/kategoria/koty,,
3153,2023-05-22T22:24:40,446,/produkt/2017,,
3154,2023-05-22T22:26:19,446,/produkt/2007,,
3155,2023-05-22T22:28:57,446,/koszyk,,
3156,2023-05-22T22:30:29,446,/dostawa,,
3157,2023-05-22T22:32:03,446,/platnosc,,
3158,2023-05-22T22:34:20,446,/potwierdzenie,,
3159,2023-12-05T22:12:00,447,/,,
3160,2023-12-05T22:13:28,447,/kategoria/ryby-i-akwaria,,
3161,2023-12-05T22:14:27,447,/kategoria/koty/karma,,
3162,2023-12-05T22:15:51,447,/kategoria/ptaki,,
3163,2024-04-25T08:17:00,448,/,,
3164,2024-04-25T08:18:30,448,/kategoria/koty,,
3165,2024-04-25T08:18:40,448,/produkt/1035,,
3166,2023-01-30T18:17:00,449,/,,
3167,2023-01-30T18:17:43,449,/kategoria/koty/zabawki,,
3168,2023-01-30T18:18:35,449,/produkt/2014,,
3169,2023-01-30T18:21:46,449,/produkt/1032,,
3170,2023-01-30T18:21:46,449,/produkt/3008,,
3171,2023-01-30T18:23:06,449,/koszyk,,
3172,2023-01-30T18:25:04,449,/dostawa,,
3173,2023-01-30T18:27:31,449,/platnosc,,
3174,2023-01-30T18:29:49,449,/potwierdzenie,,
3175,2023-04-28T22:46:00,450,/,,
3176,2023-04-28T22:46:47,450,/kategoria/koty/karma,,
3177,2023-04-28T22:47:28,450,/produkt/5010,,
3178,2023-04-28T22:50:45,450,/produkt/1018,,
3179,2023-04-28T22:50:10,450,/produkt/5002,,
3180,2023-04-28T22:51:24,450,/koszyk,,
3181,2023-04-28T22:55:08,450,/dostawa,,
3182,2023-04-28T22:55:55,450,/platnosc,,
3183,2023-04-28T22:58:17,450,/potwierdzenie,,
3184,2023-07-05T14:08:00,451,/,,
3185,2023-07-05T14:08:59,451,/kategoria/gryzonie,,
3186,2023-07-05T14:10:57,451,/produkt/1011,,
3187,2023-07-05T14:12:15,451,/produkt/1006,,
3188,2023-07-05T14:12:08,451,/produkt/1031,,
3189,2023-07-05T14:14:01,451,/koszyk,,
3190,2023-07-05T14:16:19,451,/dostawa,,
3191,2023-07-05T14:18:08,451,/platnosc,,
3192,2023-07-05T14:20:25,451,/potwierdzenie,,
3193,2023-12-15T16:23:00,452,/,,
3194,2023-12-15T16:23:58,452,/kategoria/gryzonie,,
3195,2023-12-15T16:24:37,452,/produkt/1002,,
3196,2023-12-15T16:27:18,452,/produkt/3002,,
3197,2023-12-15T16:26:24,452,/produkt/1018,,
3198,2023-12-15T16:29:09,452,/koszyk,,
3199,2023-12-15T16:31:05,452,/dostawa,,
3200,2023-12-15T16:32:47,452,/platnosc,,
3201,2023-12-15T16:35:19,452,/potwierdzenie,,
3202,2023-11-10T15:35:00,453,/,,
3203,2023-11-10T15:35:37,453,/kategoria/psy,,
3204,2023-11-10T15:37:35,453,/produkt/1018,,
3205,2023-11-10T15:39:34,453,/produkt/3001,,
3206,2023-11-10T15:39:02,453,/produkt/2018,,
3207,2023-11-10T15:41:14,453,/koszyk,,
3208,2023-11-10T15:43:54,453,/dostawa,,
3209,2023-11-10T15:45:22,453,/platnosc,,
3210,2023-11-10T15:47:12,453,/potwierdzenie,,
3211,2023-07-20T08:07:00,454,/,,
3212,2023-07-20T08:07:36,454,/kategoria/psy,,
3213,2023-07-20T08:09:36,454,/produkt/1018,,
3214,2023-07-20T08:11:05,454,/produkt/1019,,
3215,2023-07-20T08:13:48,454,/koszyk,,
3216,2023-07-20T08:15:40,454,/dostawa,,
3217,2023-07-20T08:17:51,454,/platnosc,,
3218,2023-07-20T08:20:19,454,/potwierdzenie,,
3219,2024-02-05T20:53:00,455,/,,
3220,2024-02-05T20:53:42,455,/kategoria/koty/zabawki,,
3221,2024-02-05T20:54:59,455,/produkt/2022,,
3222,2024-02-05T20:57:27,455,/produkt/2003,,
3223,2024-02-05T20:57:57,455,/produkt/2020,,
3224,2024-02-05T20:59:01,455,/koszyk,,
3225,2024-02-05T21:00:43,455,/dostawa,,
3226,2024-02-05T21:03:31,455,/platnosc,,
3227,2024-02-05T21:05:13,455,/potwierdzenie,,
3228,2024-03-24T21:56:00,456,/,,
3229,2024-03-24T21:56:33,456,/kategoria/psy/karma,,
3230,2024-03-24T21:58:15,456,/produkt/1006,,
3231,2024-03-24T22:00:00,456,/produkt/2031,,
3232,2024-03-24T22:01:54,456,/koszyk,,
3233,2024-03-24T22:04:40,456,/dostawa,,
3234,2024-03-24T22:06:53,456,/platnosc,,
3235,2024-03-24T22:08:49,456,/potwierdzenie,,
3236,2023-03-28T21:17:00,457,/,,
3237,2023-03-28T21:17:30,457,/kategoria/ptaki,,
3238,2023-03-28T21:19:38,457,/produkt/1030,,
3239,2023-03-28T21:21:25,457,/produkt/2015,,
3240,2023-03-28T21:21:53,457,/produkt/1017,,
3241,2023-03-28T21:23:22,457,/koszyk,,
3242,2023-03-28T21:25:03,457,/dostawa,,
3243,2023-03-28T21:28:00,457,/platnosc,,
3244,2023-03-28T21:29:47,457,/potwierdzenie,,
3245,2023-06-24T12:51:00,458,/,,
3246,2023-06-24T12:51:29,458,/kategoria/ryby-i-akwaria,,
3247,2023-06-24T12:53:25,458,/produkt/1001,,
3248,2023-06-24T12:55:47,458,/produkt/2029,,
3249,2023-06-24T12:54:43,458,/produkt/5005,,
3250,2023-06-24T12:56:49,458,/koszyk,,
3251,2023-06-24T12:59:00,458,/dostawa,,
3252,2023-06-24T13:02:20,458,/platnosc,,
3253,2023-06-24T13:03:46,458,/potwierdzenie,,
3254,2023-10-19T09:03:00,459,/,,
3255,2023-10-19T09:03:10,459,/kategoria/koty/karma,,
3256,2023-10-19T09:05:04,459,/produkt/1033,,
3257,2023-10-19T09:07:56,459,/produkt/1014,,
3258,2023-10-19T09:09:42,459,/koszyk,,
3259,2023-10-19T09:11:35,459,/dostawa,,
3260,2023-10-19T09:13:50,459,/platnosc,,
3261,2023-10-19T09:16:18,459,/potwierdzenie,,
3262,2023-03-23T14:13:00,460,/,,
3263,2023-03-23T14:14:49,460,/kategoria/ptaki,,
3264,2023-03-23T14:16:23,460,/kategoria/psy,,
3265,2024-03-01T20:22:00,461,/,,
3266,2024-03-01T20:22:50,461,/kategoria/psy/karma,,
3267,2024-03-01T20:23:13,461,/produkt/1028,,
3268,2024-03-01T20:26:33,461,/produkt/5006,,
3269,2024-03-01T20:25:45,461,/produkt/1034,,
3270,2024-03-01T20:27:22,461,/koszyk,,
3271,2024-03-01T20:30:18,461,/dostawa,,
3272,2024-03-01T20:32:33,461,/platnosc,,
3273,2024-03-01T20:35:04,461,/potwierdzenie,,
3274,2023-10-03T15:57:00,462,/,,
3275,2023-10-03T15:57:33,462,/kategoria/koty,,
3276,2023-10-03T15:59:47,462,/produkt/1025,,
3277,2023-10-03T16:01:46,462,/produkt/5007,,
3278,2023-10-03T16:00:39,462,/produkt/2020,,
